n,mesh,angle_deg,phase,h_local_max_m,h_local_median_m,area_m2,area_over_unique_length_h_local,support_width_m,width_over_h_local,forward_leakage_m,forward_leakage_over_h_local,intact_cross_graph_path_exists,certificate_fingerprint,unresolved_bridge_nodes,construction_screen
65,structured,-15,0.037,0.02209708691207961,0.02209708691207961,0.0284423828125,2.574310625257274,0.03788422679042957,1.7144443944653966,0.035960424683560976,1.6273830494780206,False,8e4770d84c54642080bdfc77430e92b27a0afc4889ccb69a5c72dda39c91704b,0,True
65,structured,30,0.0,0.02209708691207961,0.02209708691207961,0.0296630859375,2.6847960598176726,0.042097322407186714,1.9051073372107596,0.02012409047665009,0.9107123738400577,False,7c76c98bb10c6714d8b5aeb96c81f1822c145622673b6d2e097da7d1b87d2e2d,0,True
65,structured,30,0.037,0.02209708691207961,0.02209708691207961,0.029052734375,2.629553342537472,0.042318057077846014,1.9150966480885945,0.015144444404889712,0.6853593175040117,False,c772f9bd9f7ba3dff74102ed015bdbbed2b81b58b3e777b0f86687639046034d,0,True
65,structured,-30,0.0,0.02209708691207961,0.02209708691207961,0.0296630859375,2.6847960598176726,0.042097322407186714,1.9051073372107596,0.02012409047665009,0.9107123738400577,False,55b219741a00becd54227acd78d1f31873fb49886951946652b67bef0d7319eb,0,True
65,structured,-30,0.037,0.02209708691207961,0.02209708691207961,0.029052734375,2.629553342537472,0.042318057077846014,1.9150966480885945,0.015144444404889712,0.6853593175040117,False,2d8efc9331f2afcb4659706c66c89825ca03b8791c9ac3073866d16073edb1c2,0,True
65,structured,45,0.0,0.02209708691207961,0.02209708691207961,0.0294189453125,2.6626989729055928,0.03535533905932737,1.5999999999999996,0.02149125112507877,0.9725830020304778,False,0346edab40435e2b92289692639310bb271a668f541306ee232cce06d51316f4,0,True
65,structured,45,0.037,0.02209708691207961,0.02209708691207961,0.02880859375,2.6074562556253937,0.03500178566873419,1.5840000000000036,0.017425387133256143,0.7885830020304788,False,8983474cb476dc33b5e73f50b1eaea72b611eeee2d430a98e50caffa9acb9f01,0,True
65,structured,-45,0.0,0.02209708691207961,0.02209708691207961,0.0294189453125,2.6626989729055928,0.03535533905932737,1.5999999999999996,0.02149125112507877,0.9725830020304778,False,a0016539acc896533cddfe482f2f3df800419d9e17ccdbad806de2a93a0a2c35,0,True
65,structured,-45,0.037,0.02209708691207961,0.02209708691207961,0.02880859375,2.6074562556253937,0.03500178566873419,1.5840000000000036,0.017425387133256143,0.7885830020304788,False,bb5c8260563bccba7e79a1e7a47adb3d8a7f795ecf3ba48d5573465896b863f8,0,True
65,perturbed,0,0.0,0.026730933699821567,0.022789297674693586,0.03286049130328356,2.4586115600969753,0.03296959355009805,1.2333872778382644,0.01893783681948641,0.7084614788301548,False,bba9199c55c2769624191de630b25bab611c22ab9ba05d086692f08638c246a4,0,True
65,perturbed,0,0.037,0.026730933699821567,0.02288718597165527,0.03193077170734002,2.389050234152738,0.03296959355009805,1.2333872778382644,0.030068127000860256,1.1248438733384374,False,8abaa1155742c6fdd9f01724f0683c2be739c1fe9471ced29346fd367dc925a2,0,True
65,perturbed,15,0.0,0.0258586238036945,0.022087430550015733,0.028814498101782014,2.2286180672666114,0.039386481893426604,1.5231468693936967,0.022257687487967748,0.860745245258865,False,d002a8e1c1625f82a791e32a293db8bba3f807b4da0f1456c552630663fd9354,0,True
65,perturbed,15,0.037,0.026052164355605107,0.02189398564062422,0.028431523383941483,2.1826611406145573,0.03985318866086476,1.5297457868328845,0.035340767660090755,1.3565386421526706,False,573539498cec09016b96e4a39b1d078e849b80437ca817f48c26615b85173423,0,True
65,perturbed,-15,0.0,0.025036924480511997,0.02195235274225375,0.02844676303772532,2.2723847779201027,0.038762391599970136,1.5482089914894155,0.021392031236337927,0.8544192899167329,False,b7d6a6708c9aeb0c2fa9c1a0d8440e9ffc8bf926622982e0305f8eaa9c9a7561,0,True
