canonical_job_key,protocol,row_name,cohesion,Kmax_Pa_sqrt_m,R,frequency_Hz,seed,physical_producer_sha,n_accepted_events,extension_m,terminal_cumulative_cycles,max_event_cumulative_cycles,raw_censored,raw_censor_reason,cycle_horizon,margin_orders_of_magnitude_below_horizon,admitted,classification
a6fb71e30fb1511d73fd5ba7ce0e38f3a24e04d0944e71b076d391451d1394de,D2,COMPETING_REVERSIBLE,finite,15000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,686.063096216963,686.063096216963,False,,1000000000000.0,9.16,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
eb75943e869ac94dd49fc561c1e83a12f8828db13a3026bdb42eb83a7954a302,D2,COMPETING_REVERSIBLE,finite,12000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,79034.51470591765,79034.51470591765,False,,1000000000000.0,7.1,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
1351eea1a85d23ea9b646531026c06ff3113eeb24b6b790e468b88f01030b9eb,D2,COMPETING_REVERSIBLE,zero,24300000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,269.9670765999904,269.9670765999904,False,,1000000000000.0,9.57,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
1abb2ac0899790fded62faaaf63182efbc80b679210ec51917f0c0510f953edf,D2,COMPETING_REVERSIBLE,zero,21000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,300.5789149572292,300.5789149572292,False,,1000000000000.0,9.52,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
3ba6f4bd558a8dbd6b914b81fb26a77a0172f320e786ecbf95d2f4157b36c8ff,D2,COMPETING_REVERSIBLE,zero,15000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,513.7089682953762,513.7089682953762,False,,1000000000000.0,9.29,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
9ea28a1529877ad528774209345cdc18ee5306e92941e2d6b17a6a1ea1ba84bb,D2,COMPETING_REVERSIBLE,zero,12000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,5111.999127937246,5111.999127937246,False,,1000000000000.0,8.29,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
246559c1960c83ca01755a208d2e67606eb4c3c9e9cbc3878e9e4a971b375fc1,D3,COMPETING_REVERSIBLE,finite,15000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,185.95510393517233,185.95510393517233,False,,1000000000000.0,9.73,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
3b5371f8d4e4249b9219dea2c390ab5501720e72487b471fd709f43b4ae1c78e,D3,COMPETING_REVERSIBLE,finite,24300000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,87.41738010446566,87.41738010446566,False,,1000000000000.0,10.06,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
b83c0d0af945f1410eff09d565bfed853f9f4f9f37697ebb437cc706cdde5a62,D3,COMPETING_REVERSIBLE,finite,21000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,98.22367687587297,98.22367687587297,False,,1000000000000.0,10.01,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
daa359f07bd71cd4c4761c5e517ee0f4a7a660c2e18b88efb733199ed3f4383a,D3,COMPETING_REVERSIBLE,finite,18000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,118.1422256574908,118.1422256574908,False,,1000000000000.0,9.93,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
e1ddc131888f6096e9ea6909b6e34b5988b4a9c673c0ae406b040b54ad61b24c,D3,COMPETING_REVERSIBLE,finite,12000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,4038.654201323441,4038.654201323441,False,,1000000000000.0,8.39,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
32ff68fb0cd7925e607c02b4f2525cfdbe53a89f7a748e7fe1019bec999c7623,D3,COMPETING_REVERSIBLE,zero,18000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,112.01699445617693,112.01699445617693,False,,1000000000000.0,9.95,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
8904cd785db33ee20f8b68e52aa9d8dab9bbe0777f5dd636211c5fc767483dd5,D3,COMPETING_REVERSIBLE,zero,12000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,1616.5560641222758,1616.5560641222758,False,,1000000000000.0,8.79,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
e4ae105ab0463af6eadb1c61498e6ea3a0199ee3cc3638e18f3fba09f9d517d4,D3,COMPETING_REVERSIBLE,zero,24300000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,85.3710855313116,85.3710855313116,False,,1000000000000.0,10.07,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
f0ac181728b90039d8c03eeb467ede74e39ad1a5c3b6cdc7282c68efb5b19526,D3,COMPETING_REVERSIBLE,zero,21000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,95.05139878868978,95.05139878868978,False,,1000000000000.0,10.02,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
f9b23ce6e9e1ca9abac75b37a6afb2d340110009f85c0147ae3b3e1c9891c831,D3,COMPETING_REVERSIBLE,zero,15000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,162.44903942686145,162.44903942686145,False,,1000000000000.0,9.79,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
00d728b3d1512e8ee581723cf3c733ce6a4a882feb5849e715f077fa131542e7,D5,PASSIVATION_LIMITED,finite,21000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,319.99621794138085,319.99621794138085,False,,1000000000000.0,9.49,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
12a1e3ae73ec753e9be281686d7bdf79daa3e15c9891b838f4ce4a56734eb462,D5,PASSIVATION_LIMITED,finite,15000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,686.1666698423913,686.1666698423913,False,,1000000000000.0,9.16,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
1d8ee217debe56611118f3640e014856b2566549090eeb3d4a6ce995b368f61a,D5,PASSIVATION_LIMITED,finite,12000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,79026.53421768977,79026.53421768977,False,,1000000000000.0,7.1,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
34fb6d57084b8860cfd438315bfd7617aca9693f95d4f88859509095d5393289,D5,PASSIVATION_LIMITED,finite,24300000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,282.4341041324153,282.4341041324153,False,,1000000000000.0,9.55,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
74dd992eca429f995930ffb863a045a489898b3e5ce02e9c3fbd71513c5d4102,D5,PASSIVATION_LIMITED,zero,21000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,300.5789149572292,300.5789149572292,False,,1000000000000.0,9.52,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
acd005fcfeb8219cfcef1bc65fa2173559663d3c859aba7cd4b18e6e88cdc78e,D5,PASSIVATION_LIMITED,zero,24300000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,269.9670765999904,269.9670765999904,False,,1000000000000.0,9.57,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
cc30ed549f1fffe360ac227677ef3bd2a96556dc5e52e55dfad52e5d6edbdf01,D5,PASSIVATION_LIMITED,zero,12000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,5111.999127937246,5111.999127937246,False,,1000000000000.0,8.29,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
cd34961bdcf5d123ef4d595ecea58e872b33af3adaad9046de1d2c087eba74e9,D5,PASSIVATION_LIMITED,zero,15000000.0,-0.5,1000.0,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,513.7089682953762,513.7089682953762,False,,1000000000000.0,9.29,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
1b2d517b688e54687a05558a2f49fe493956722c26e77fef95c55c970a8959d9,D6_conditional_persistent,COMPETING_PERSISTENT,finite,12000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,24957.798978517058,24957.798978517058,False,,1000000000000.0,7.6,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
1e92a9316a4609f46240509e4e0081be71ff5e2b608a7c0e15e2165cad9fb448,D6_conditional_persistent,COMPETING_PERSISTENT,finite,15000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,216.3886401522082,216.3886401522082,False,,1000000000000.0,9.66,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
664f942742a6485fa18022e61b67fdc37a67e9f049f40605092d4bb7273c3f96,D6_conditional_persistent,COMPETING_PERSISTENT,finite,24300000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,89.21775971414594,89.21775971414594,False,,1000000000000.0,10.05,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
a2c4082fb5decb2fb83c06d51a22914ef4718b024c254fd370e562848d38a782,D6_conditional_persistent,COMPETING_PERSISTENT,finite,21000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,100.94019072435303,100.94019072435303,False,,1000000000000.0,10.0,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
e47895bf415cfb41c1a49273c67047673adc35fb93ecce10607aa621609fea2c,D6_conditional_persistent,COMPETING_PERSISTENT,finite,18000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,123.60825124503515,123.60825124503515,False,,1000000000000.0,9.91,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
211ac7fe0e6d98b5624812f2f7815f6281ce5888c5d8527f624229d6696bfc49,D6_conditional_persistent,COMPETING_PERSISTENT,zero,18000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,112.01699445617693,112.01699445617693,False,,1000000000000.0,9.95,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
4c0ba15946ff89f23d378a726545540d70ffa950067ccd5c9d31a29fe84b7d79,D6_conditional_persistent,COMPETING_PERSISTENT,zero,15000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,162.44903942686145,162.44903942686145,False,,1000000000000.0,9.79,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
ad73e6e3edaaac94dd645190a77117b316094e6ba1d33e06133ade5d3deec8b7,D6_conditional_persistent,COMPETING_PERSISTENT,zero,24300000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,85.3710855313116,85.3710855313116,False,,1000000000000.0,10.07,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
e15f9e37cac25967be6fddf7691621dd72c2205b78b3ae9c0da2f823620bdddf,D6_conditional_persistent,COMPETING_PERSISTENT,zero,21000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,95.05139878868978,95.05139878868978,False,,1000000000000.0,10.02,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
ffd86be4be9ecabb0a043a5eef73fbe661de22d985bf7308cecbb238024d69c7,D6_conditional_persistent,COMPETING_PERSISTENT,zero,12000000.0,-0.5,316.22776601683796,1720,578ef3ba77d7fd30880068e5f1ec34915aae5e57,30,0.00015000000000000007,1616.5560641222758,1616.5560641222758,False,,1000000000000.0,8.79,True,CYCLE_HORIZON_GUARD_INACTIVE_PROVEN
