Kmax_Pa_sqrt_m,R,frequency_Hz,minimum_load_hold_s,mean_p_P,mean_p_C,mean_p_B,max_p_B,min_p_B,A_CB,A_BC,A_PC,A_CP,F_CB,F_BC,F_PC,F_CP,contact_time_s,contact_time_sinusoid_s,contact_time_dwell_s,predicted_static_shield_equivalent_K_b_Pa_sqrt_m,any_barrier_floored,any_cooperative_saturated,convergence_residual,row_name,chemistry_factor,K_rebond_max_Pa_sqrt_m,axis
15000000.0,-0.5,10000.0,0.0,0.33333333333331955,0.6391634127904328,0.027503253876247333,0.029126769453586464,0.02591584052730432,0.005023795637219009,0.11680327868844101,0.0,0.0,0.003210928926282151,0.003210928926282151,0.0,0.0,4.0625e-05,4.0625e-05,0.0,24752.9284886226,False,False,1.1107649934270853e-16,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,100.0,0.0005,0.33333333333330106,0.4141633064258559,0.2525033602408431,0.6622873125159342,0.0010613371431481156,5.8136231184913845,11.680327868844103,0.0,0.0,1.0242254038587426,1.0242254038587433,0.0,0.0,0.004562500000000001,0.0040625,0.0005000000000000004,227253.02421675876,False,False,2.0014830212433605e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,1000.0,0.0005,0.3333333333332906,0.3587291486722632,0.30793751799444635,0.47091751273883276,0.23542808360884068,1.2922070449942709,1.168032786884412,0.0,0.0,0.39505617396938825,0.3950561739693884,0.0,0.0,0.00090625,0.00040625000000000004,0.0005,277143.7661950017,False,False,2.482534153247273e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,10000.0,0.0005,0.33333333333331994,0.11122026342784852,0.5554464032388318,0.6137903734178615,0.5501793290694285,0.8400654376445595,0.11680327868844101,0.0,0.0,0.06790787632295887,0.06790787632295889,0.0,0.0,0.000540625,4.0625e-05,0.0005,499901.7629149486,False,False,1.1188630228279524e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,100000.0,0.0005,0.3333333333332847,0.013873560910519648,0.6527931057561961,0.6603347871833475,0.6527174327532606,0.7948512769095885,0.011680327868844119,0.0,0.0,0.007668353905983649,0.007668353905983651,0.0,0.0,0.0005040625000000001,4.062500000000001e-06,0.0005,587513.7951805765,False,False,3.330770716278224e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,100.0,0.0005,0.3333333333333251,0.5111203970063497,0.15554626966032495,0.5190627392952727,0.0004125121150242107,1.7440869355474153,11.680327868844103,0.0,0.0,0.6589769957390327,0.6589769957390328,0.0,0.0,0.004562500000000001,0.0040625,0.0005000000000000004,139991.64269429244,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,1000.0,0.0005,0.3333333333333091,0.5179173258597084,0.14874934080698254,0.23028503792291102,0.11360727202673329,0.38766211349828134,1.168032786884412,0.0,0.0,0.19198191611520926,0.1919819161152094,0.0,0.0,0.00090625,0.00040625000000000004,0.0005,133874.4067262843,False,False,1.2412670766236366e-16,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,10000.0,0.0005,0.33333333333331866,0.23240347786146745,0.434263188805214,0.4800333525739944,0.4301321727447215,0.2520196312933679,0.11680327868844101,0.0,0.0,0.05310025596055481,0.0531002559605548,0.0,0.0,0.000540625,4.0625e-05,0.0005,390836.86992469255,False,False,1.1443916996305594e-16,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,100.0,0.0005,0.33333333333332293,0.5961648635322017,0.0705018031344756,0.263364279486168,0.00014930739247209982,0.5813623118491377,11.680327868844103,0.0,0.0,0.3137862246157385,0.31378622461573846,0.0,0.0,0.004562500000000001,0.0040625,0.0005000000000000004,63451.62282102804,False,False,1.1295700899707568e-16,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,1000.0,0.0005,0.33333333333331433,0.6068726558883284,0.05979401077835727,0.09283043056024266,0.04566932525126512,0.12922070449942696,1.168032786884412,0.0,0.0,0.07728926932675936,0.0772892693267594,0.0,0.0,0.00090625,0.00040625000000000004,0.0005,53814.60970052154,False,False,2.2247786310271853e-16,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,10000.0,0.0005,0.3333333333333144,0.4004436768116456,0.26622298985503995,0.2942933530364233,0.2636896094012581,0.08400654376445588,0.11680327868844101,0.0,0.0,0.03255344160188852,0.03255344160188852,0.0,0.0,0.000540625,4.0625e-05,0.0005,239600.69086953596,False,False,7.850462293418876e-17,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,100.0,0.002,0.3333333333332716,0.43199993089350874,0.23466673577322011,0.6622925464781712,0.001856831871306744,8.183105562308493,11.680327868844103,0.0,0.0,1.2969546166035328,1.296954616603532,0.0,0.0,0.0060625,0.0040625,0.002,211200.0621958981,False,False,4.445768331151997e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,1000.0,0.002,0.3333333333332516,0.34359376408219516,0.3230729025845533,0.6497873651727546,0.26908592676687143,3.6616894888113793,1.168032786884412,0.0,0.0,0.5008768050606203,0.5008768050606203,0.0,0.0,0.00240625,0.00040625000000000004,0.002,290765.61232609797,False,False,5.552849575635886e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,10000.0,0.002,0.33333333333332027,0.07273426773377387,0.5939323989329054,0.6635072187880627,0.5922479695598963,3.209547881461668,0.11680327868844101,0.0,0.0,0.0732583000925926,0.0732583000925926,0.0,0.0,0.002040625,4.0625e-05,0.002,534539.1590396148,False,False,1.1102314949223176e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,100000.0,0.002,0.3333333333332877,0.008039259064173842,0.6586274076025388,0.666324533922985,0.6586079570427604,3.164333720726697,0.011680327868844119,0.0,0.0,0.0077377353386715335,0.007737735338671532,0.0,0.0,0.0020040625,4.062500000000001e-06,0.002,592764.666842285,False,False,3.3306697797361844e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,100.0,0.002,0.33333333333331405,0.5171238456955235,0.14954282097116278,0.5192347868482703,0.0011890998318992976,2.454931668692548,11.680327868844103,0.0,0.0,0.9253905384230847,0.9253905384230848,0.0,0.0,0.0060625,0.0040625,0.002,134588.5388740465,False,False,1.2412670766236366e-16,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,1000.0,0.002,0.3333333333333198,0.4460084107043914,0.22065825596228908,0.47798216182216513,0.1798589020839347,1.098506846643414,1.168032786884412,0.0,0.0,0.35410225686493446,0.3541022568649345,0.0,0.0,0.00240625,0.00040625000000000004,0.002,198592.43036606017,False,False,7.850462293418876e-17,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,10000.0,0.002,0.33333333333331955,0.10889685823063985,0.557769808436041,0.6238389187817971,0.556170681704195,0.9628643644385005,0.11680327868844101,0.0,0.0,0.06883824425412866,0.06883824425412867,0.0,0.0,0.002040625,4.0625e-05,0.002,501992.82759243686,False,False,1.1188630228279524e-16,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,100.0,0.002,0.33333333333331355,0.598399939726049,0.06826672694063769,0.2635927309858721,0.0005268575760131364,0.8183105562308484,11.680327868844103,0.0,0.0,0.4434516941179134,0.4434516941179136,0.0,0.0,0.0060625,0.0040625,0.002,61440.05424657392,False,False,1.0007415106216802e-16,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,1000.0,0.002,0.33333333333330983,0.5541495880149488,0.11251707865174122,0.24717170420581952,0.09131438905975298,0.36616894888113755,1.168032786884412,0.0,0.0,0.18176836281456465,0.18176836281456477,0.0,0.0,0.00240625,0.00040625000000000004,0.002,101265.3707865671,False,False,1.8619006149354548e-16,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.5,10000.0,0.002,0.33333333333331316,0.2054764256451531,0.4611902410215339,0.515886589634085,0.4598664223215622,0.32095478814616646,0.11680327868844101,0.0,0.0,0.05692241236612225,0.05692241236612231,0.0,0.0,0.002040625,4.0625e-05,0.002,415071.2169193805,False,False,1.1443916996305594e-16,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,100.0,0.0,0.3333333333332941,0.5773639005194365,0.08930276614726963,0.5307348718944033,6.071353150462184e-08,1.5901368288925755,15.983606557365611,0.0,0.0,0.5307348111808717,0.5307348111808717,0.0,0.0,0.0018749999999999997,0.0018749999999999997,0.0,80372.48953254266,False,False,3.330669349602329e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,1000.0,0.0,0.33333333333332965,0.6050527243481106,0.06161394231855984,0.11844093695017809,0.02395204624048891,0.15901368288925755,1.5983606557365642,0.0,0.0,0.09448889070968917,0.09448889070968923,0.0,0.0,0.00018750000000000006,0.00018750000000000006,0.0,55452.54808670386,False,False,6.938893903907228e-18,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,10000.0,0.0,0.33333333333336207,0.6063305478437413,0.0603361188228962,0.06525785258014011,0.05561819074631876,0.015901368288925754,0.15983606557365607,0.0,0.0,0.009639661833821334,0.009639661833821384,0.0,0.0,1.8750000000000002e-05,1.8750000000000002e-05,0.0,54302.506940606574,False,False,2.2301825219878386e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,100.0,0.0,0.3333333333332792,0.6281648077919642,0.038501858874757044,0.25292198244482195,2.8933065382653718e-08,0.4770410486677726,15.983606557365611,0.0,0.0,0.2529219535117566,0.2529219535117566,0.0,0.0,0.0018749999999999997,0.0018749999999999997,0.0,34651.67298728134,False,False,4.44089217294688e-16,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,1000.0,0.0,0.33333333333332893,0.6467041310052144,0.019962535661456882,0.038474196198066093,0.007780550797140046,0.04770410486677727,1.5983606557365642,0.0,0.0,0.03069364540092604,0.03069364540092607,0.0,0.0,0.00018750000000000006,0.00018750000000000006,0.0,17966.282095311195,False,False,1.1102230246251565e-16,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,10000.0,0.0,0.3333333333333275,0.6473394832017588,0.019327183464913453,0.02090430589789907,0.01781639491463404,0.004770410486677727,0.15983606557365607,0.0,0.0,0.0030879109832650303,0.0030879109832650307,0.0,0.0,1.8750000000000002e-05,1.8750000000000002e-05,0.0,17394.465118422107,False,False,0.0,SAT_EXISTING,0.3,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,100.0,0.0,0.3333333333333285,0.6522193585905799,0.014447308076091552,0.0980102178340706,1.1211900260112619e-08,0.15901368288925735,15.983606557365611,0.0,0.0,0.09801020662217033,0.09801020662217039,0.0,0.0,0.0018749999999999997,0.0018749999999999997,0.0,13002.577268482397,False,False,2.0328790734103208e-20,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,1000.0,0.0,0.3333333333333317,0.6598588949989183,0.006807771667750038,0.013130543164255873,0.002655360428002081,0.015901368288925737,1.5983606557365642,0.0,0.0,0.01047518273625379,0.010475182736253797,0.0,0.0,0.00018750000000000006,0.00018750000000000006,0.0,6126.9945009750345,False,False,1.1103585416259206e-16,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,10000.0,0.0,0.33333333333332554,0.6600971226569271,0.006569544009747076,0.007105682091232315,0.006056055575036383,0.001590136828892574,0.15983606557365607,0.0,0.0,0.001049626516195932,0.0010496265161959338,0.0,0.0,1.8750000000000002e-05,1.8750000000000002e-05,0.0,5912.589608772368,False,False,1.1102569054260746e-16,SAT_EXISTING,0.1,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,100.0,0.0005,0.3333333333332876,0.5681866424207687,0.09848002424594365,0.530751326146958,8.075927797949284e-05,2.033287181362191,15.983606557365611,0.0,0.0,0.7692658553006292,0.7692658553006293,0.0,0.0,0.0023749999999999995,0.0018749999999999997,0.0004999999999999998,88632.02182134929,False,False,2.9893669801409083e-16,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
15000000.0,-0.1,1000.0,0.0005,0.33333333333332604,0.5160171732508982,0.15064949341577588,0.3002020153657036,0.09585894131663118,0.6021640353588733,1.5983606557365642,0.0,0.0,0.2825062046996689,0.28250620469966886,0.0,0.0,0.0006875000000000001,0.00018750000000000006,0.0005,135584.5440741983,False,False,5.551115123125783e-17,SAT_EXISTING,1.0,900000.0,kinetic_chemistry_and_conditions
