case_id,material_class,temperature_K,theta_deg,rate_tag,seed,row_start,row_stop_exclusive,accepted_row_count,numerical_event_count,physical_avalanche_count,onset_marker_count,initial_projected_crack_length_m,initial_projected_crack_length_explicit,duplicate_extension_row_count,raw_steps_relative_path,raw_steps_sha256,observer_archive_present,observer_record_count,observer_manifest_schema,full_local_tensor_archived
canonical_theta0_rate__ceramiclike__T0950K__theta0__rate100x__seed3007657,ceramic-like,950.0,0.0,rate100x,3007657,176900,179073,2173,209,1,1,0.0005,True,2172,canonical_theta0_rate__ceramiclike__T0950K__theta0__rate100x__seed3007657/steps_0950K.csv,f6c8cb9b3368acdcb3a70cb5fbe25325f996314fe352e3ec179a73669f04ba26,True,2173,canonical_pf_state_observer_consolidation_v2,False
canonical_theta0_rate__ceramiclike__T1000K__theta0__rate100x__seed3008666,ceramic-like,1000.0,0.0,rate100x,3008666,179073,181088,2015,195,1,1,0.0005,True,2014,canonical_theta0_rate__ceramiclike__T1000K__theta0__rate100x__seed3008666/steps_1000K.csv,e34c2ff366d79c23d744dd762a800ccccc2dc8f7a8f31444f887820bb549de93,True,2015,canonical_pf_state_observer_consolidation_v2,False
canonical_theta0_rate__ceramiclike__T1050K__theta0__rate100x__seed3009675,ceramic-like,1050.0,0.0,rate100x,3009675,181088,183383,2295,219,2,2,0.0005,True,2294,canonical_theta0_rate__ceramiclike__T1050K__theta0__rate100x__seed3009675/steps_1050K.csv,8417701613b511ad18df5e1adfe2ab34fa8511a374a73b95107eee0ecd5b134d,True,2295,canonical_pf_state_observer_consolidation_v2,False
canonical_theta0_rate__ceramiclike__T1100K__theta0__rate100x__seed3010684,ceramic-like,1100.0,0.0,rate100x,3010684,183383,185648,2265,218,2,2,0.0005,True,2263,canonical_theta0_rate__ceramiclike__T1100K__theta0__rate100x__seed3010684/steps_1100K.csv,e22ea3b4e7663ae97f8ed075f60b510f340652af42f0fc32cffa7d1c38a3c987,True,2265,canonical_pf_state_observer_consolidation_v2,False
canonical_theta0_rate__ceramiclike__T1150K__theta0__rate100x__seed3011693,ceramic-like,1150.0,0.0,rate100x,3011693,185648,187750,2102,204,1,1,0.0005,True,2101,canonical_theta0_rate__ceramiclike__T1150K__theta0__rate100x__seed3011693/steps_1150K.csv,0308ec047f519c1d569382b311c47e1bc234ff18d4819492d1b3b514dadf5913,True,2102,canonical_pf_state_observer_consolidation_v2,False
canonical_theta0_rate__ceramiclike__T1200K__theta0__rate100x__seed3012702,ceramic-like,1200.0,0.0,rate100x,3012702,187750,189931,2181,209,1,1,0.0005,True,2180,canonical_theta0_rate__ceramiclike__T1200K__theta0__rate100x__seed3012702/steps_1200K.csv,0f0ee6bdf096ea3cde534a4186b21f94345028892e7ee5f4d97aef381ab51b87,True,2181,canonical_pf_state_observer_consolidation_v2,False
canonical_theta0_rate__ceramiclike__T1250K__theta0__rate100x__seed3013711,ceramic-like,1250.0,0.0,rate100x,3013711,189931,192025,2094,203,1,1,0.0005,True,2093,canonical_theta0_rate__ceramiclike__T1250K__theta0__rate100x__seed3013711/steps_1250K.csv,7deb71f493e4167ac1c4466362f88d69b83cbc964acfa6f0aa7aefef20eedf07,True,2094,canonical_pf_state_observer_consolidation_v2,False
canonical_theta0_rate__ceramiclike__T1300K__theta0__rate100x__seed3014720,ceramic-like,1300.0,0.0,rate100x,3014720,192025,194222,2197,212,2,2,0.0005,True,2196,canonical_theta0_rate__ceramiclike__T1300K__theta0__rate100x__seed3014720/steps_1300K.csv,3537bc20fee55642126b0d1a90d951fed4be27aa3e042ed64ee8a94ba8716c5b,True,2197,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T0300K__theta15__rate1x__seed3621,Peak,300.0,15.0,rate1x,3621,194222,195888,1666,220,2,2,0.0005,True,1645,canonical_single_crack_theta__peak__T0300K__theta15__rate1x__seed3621/steps_0300K.csv,d251e40b82f51b55c418af653873ec0c056bbc5bdd65755a43ccb962a6874d86,True,1666,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T0600K__theta15__rate1x__seed4630,Peak,600.0,15.0,rate1x,4630,195888,197511,1623,210,1,1,0.0005,True,1607,canonical_single_crack_theta__peak__T0600K__theta15__rate1x__seed4630/steps_0600K.csv,4b867d2eb46497362d0741a937640aac7475cb699e058b3c4c9ead7a87fbd05d,True,1623,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T0800K__theta15__rate1x__seed5639,Peak,800.0,15.0,rate1x,5639,197511,199122,1611,205,1,1,0.0005,True,1600,canonical_single_crack_theta__peak__T0800K__theta15__rate1x__seed5639/steps_0800K.csv,c5e4a6947775989a44c86d1efcb2a63082319de7c2642e92ba2859956125219e,True,1611,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T0900K__theta15__rate1x__seed6648,Peak,900.0,15.0,rate1x,6648,199122,200727,1605,195,1,1,0.0005,True,1592,canonical_single_crack_theta__peak__T0900K__theta15__rate1x__seed6648/steps_0900K.csv,73675e48d818dd74d8d4f7470c92ac8b5570747c4d1df4d8cecd0b9c0088a39b,True,1605,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T0950K__theta15__rate1x__seed7657,Peak,950.0,15.0,rate1x,7657,200727,202442,1715,232,1,1,0.0005,True,1689,canonical_single_crack_theta__peak__T0950K__theta15__rate1x__seed7657/steps_0950K.csv,2395fc210e00c6beea045f4cf62ab89a8105d24d6d89244989601c5b18e4f58e,True,1715,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1000K__theta15__rate1x__seed8666,Peak,1000.0,15.0,rate1x,8666,202442,204136,1694,220,1,1,0.0005,True,1678,canonical_single_crack_theta__peak__T1000K__theta15__rate1x__seed8666/steps_1000K.csv,342769c79853a13ea8ef4e5788febd33ba4fcceb65e02f4319dd37a8fd868def,True,1694,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1050K__theta15__rate1x__seed9675,Peak,1050.0,15.0,rate1x,9675,204136,205867,1731,241,1,1,0.0005,True,1705,canonical_single_crack_theta__peak__T1050K__theta15__rate1x__seed9675/steps_1050K.csv,d266a4f5bb8975f7f0e12be4fe8092c847abf7d0dd8c02f06dbae9dc91112686,True,1731,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1100K__theta15__rate1x__seed10684,Peak,1100.0,15.0,rate1x,10684,205867,207462,1595,204,1,1,0.0005,True,1581,canonical_single_crack_theta__peak__T1100K__theta15__rate1x__seed10684/steps_1100K.csv,1c13b10e183eda7b1b6a73119a6c97f0fb46fe0b1ea01252e82cf923afb77e14,True,1595,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1150K__theta15__rate1x__seed11693,Peak,1150.0,15.0,rate1x,11693,207462,209132,1670,222,1,1,0.0005,True,1646,canonical_single_crack_theta__peak__T1150K__theta15__rate1x__seed11693/steps_1150K.csv,1a88a395aa17c8a294b6b12281a0e4a6390c05649223a8ebafb4650ec6abd5d9,True,1670,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1200K__theta15__rate1x__seed12702,Peak,1200.0,15.0,rate1x,12702,209132,210720,1588,195,1,1,0.0005,True,1574,canonical_single_crack_theta__peak__T1200K__theta15__rate1x__seed12702/steps_1200K.csv,7e594c265a02bd0d69f952b980cb0432d3911629de3f27189eeec0d7c8a00fd8,True,1588,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1250K__theta15__rate1x__seed13711,Peak,1250.0,15.0,rate1x,13711,210720,212296,1576,220,1,1,0.0005,True,1554,canonical_single_crack_theta__peak__T1250K__theta15__rate1x__seed13711/steps_1250K.csv,a933b1ab1ae095af3c2bc7982e4b6c9e8331ff8e65e33f1c2018e3559a5f7704,True,1576,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1300K__theta15__rate1x__seed14720,Peak,1300.0,15.0,rate1x,14720,212296,213841,1545,183,1,1,0.0005,True,1531,canonical_single_crack_theta__peak__T1300K__theta15__rate1x__seed14720/steps_1300K.csv,7dcda8f8b708511a80ab1919dcc73702ea885c25fa4d47f695cf1f9056a4c270,True,1545,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T0300K__theta15__rate1x__seed1003621,DBTT,300.0,15.0,rate1x,1003621,213841,215517,1676,217,1,1,0.0005,True,1665,canonical_single_crack_theta__dbtt__T0300K__theta15__rate1x__seed1003621/steps_0300K.csv,b7214e7bb64c1d76de1a8e9444ba5e875c8d860236de9261944350bbe97327fe,True,1676,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T0600K__theta15__rate1x__seed1004630,DBTT,600.0,15.0,rate1x,1004630,215517,217091,1574,206,2,2,0.0005,True,1550,canonical_single_crack_theta__dbtt__T0600K__theta15__rate1x__seed1004630/steps_0600K.csv,93c5e9bf032230373e2e7f1eb01c9e4cc7385b022d29318c01478ba66a6de368,True,1574,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T0800K__theta15__rate1x__seed1005639,DBTT,800.0,15.0,rate1x,1005639,217091,218850,1759,243,3,3,0.0005,True,1737,canonical_single_crack_theta__dbtt__T0800K__theta15__rate1x__seed1005639/steps_0800K.csv,f3ed52e3df39b6e9997b666c9532e754b097f41c0a358cefd3603cd862f4dbaa,True,1759,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T0900K__theta15__rate1x__seed1006648,DBTT,900.0,15.0,rate1x,1006648,218850,220552,1702,221,1,1,0.0005,True,1685,canonical_single_crack_theta__dbtt__T0900K__theta15__rate1x__seed1006648/steps_0900K.csv,6ef9745157a01381b21ab0b6536b75ccc69e7f78c8e7e09eb8c7028a83765133,True,1702,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T0950K__theta15__rate1x__seed1007657,DBTT,950.0,15.0,rate1x,1007657,220552,222296,1744,222,2,2,0.0005,True,1721,canonical_single_crack_theta__dbtt__T0950K__theta15__rate1x__seed1007657/steps_0950K.csv,317688e5df8455d2523902f3d483c58654f7cc8db355262cba5ea875795b4545,True,1744,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1000K__theta15__rate1x__seed1008666,DBTT,1000.0,15.0,rate1x,1008666,222296,223949,1653,227,2,2,0.0005,True,1630,canonical_single_crack_theta__dbtt__T1000K__theta15__rate1x__seed1008666/steps_1000K.csv,e32eab8d54050fd65d673d89cad2420e9a1aaaf6612168df55221a468b3d9da2,True,1653,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1050K__theta15__rate1x__seed1009675,DBTT,1050.0,15.0,rate1x,1009675,223949,225630,1681,223,2,2,0.0005,True,1656,canonical_single_crack_theta__dbtt__T1050K__theta15__rate1x__seed1009675/steps_1050K.csv,ff457800b4e93ee7b167174d38da6a553b7913fed9f1793251f610dd14ff1eba,True,1681,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1100K__theta15__rate1x__seed1010684,DBTT,1100.0,15.0,rate1x,1010684,225630,227389,1759,208,3,3,0.0005,True,1744,canonical_single_crack_theta__dbtt__T1100K__theta15__rate1x__seed1010684/steps_1100K.csv,4a1de03fb9cef99b5651fdbe0f714c01c3677d94f92a9b16ac79377cbce7e4d0,True,1759,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1150K__theta15__rate1x__seed1011693,DBTT,1150.0,15.0,rate1x,1011693,227389,229078,1689,206,3,3,0.0005,True,1675,canonical_single_crack_theta__dbtt__T1150K__theta15__rate1x__seed1011693/steps_1150K.csv,cc2a09c0003a32b3e8fee687dfdfa03001f77c73d526223b602f211aa0b47e43,True,1689,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1200K__theta15__rate1x__seed1012702,DBTT,1200.0,15.0,rate1x,1012702,229078,230800,1722,204,4,4,0.0005,True,1707,canonical_single_crack_theta__dbtt__T1200K__theta15__rate1x__seed1012702/steps_1200K.csv,b3d12c00a500f58b1c7d5c3890f4ccafa3a417c9fb25d8d4c2a0396d49150fe0,True,1722,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1250K__theta15__rate1x__seed1013711,DBTT,1250.0,15.0,rate1x,1013711,230800,232405,1605,198,4,4,0.0005,True,1583,canonical_single_crack_theta__dbtt__T1250K__theta15__rate1x__seed1013711/steps_1250K.csv,28f645e92b766ef71b3ecfde2f24a63774bc6731557264e0b025883ca0fdd7ce,True,1605,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T1300K__theta15__rate1x__seed1014720,DBTT,1300.0,15.0,rate1x,1014720,232405,234052,1647,197,3,3,0.0005,True,1628,canonical_single_crack_theta__dbtt__T1300K__theta15__rate1x__seed1014720/steps_1300K.csv,f9fc9329ecf51875e4d48e13101b5a77e9ab99e155c65bdabc2ddeda4bf05bb6,True,1647,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621,weak-T,300.0,15.0,rate1x,2003621,234052,235782,1730,227,4,4,0.0005,True,1710,canonical_single_crack_theta__weakt__T0300K__theta15__rate1x__seed2003621/steps_0300K.csv,40dbfa9b326e863e0140342ff714af6f16b4da56e5b6082f9fc4aa4d2fccf069,True,1730,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T0600K__theta15__rate1x__seed2004630,weak-T,600.0,15.0,rate1x,2004630,235782,237276,1494,196,1,1,0.0005,True,1477,canonical_single_crack_theta__weakt__T0600K__theta15__rate1x__seed2004630/steps_0600K.csv,d998142a066772f565dc1ccdd03af1f8a34f2e041f81c47f09821313684ef5ca,True,1494,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T0800K__theta15__rate1x__seed2005639,weak-T,800.0,15.0,rate1x,2005639,237276,238752,1476,204,1,1,0.0005,True,1454,canonical_single_crack_theta__weakt__T0800K__theta15__rate1x__seed2005639/steps_0800K.csv,72378f920b16deca2bb917a98e62fc360cda73310a102aa2c157236b434ce2c6,True,1476,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T0900K__theta15__rate1x__seed2006648,weak-T,900.0,15.0,rate1x,2006648,238752,240333,1581,200,1,1,0.0005,True,1570,canonical_single_crack_theta__weakt__T0900K__theta15__rate1x__seed2006648/steps_0900K.csv,c994289ab9d35570457188899be44e52554ebdd4d2c5aa7b1e0316fa9747fcf4,True,1581,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T0950K__theta15__rate1x__seed2007657,weak-T,950.0,15.0,rate1x,2007657,240333,242021,1688,229,2,2,0.0005,True,1677,canonical_single_crack_theta__weakt__T0950K__theta15__rate1x__seed2007657/steps_0950K.csv,83e766c9f67b4e3e376217feab3e3039068a7ce05a6c7460f2373bb5bd832089,True,1688,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1000K__theta15__rate1x__seed2008666,weak-T,1000.0,15.0,rate1x,2008666,242021,243437,1416,183,1,1,0.0005,True,1399,canonical_single_crack_theta__weakt__T1000K__theta15__rate1x__seed2008666/steps_1000K.csv,dbc6d64ab2b618240444d9144a6d44920b62fc1560ea9954d25e2954e25c79f0,True,1416,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1050K__theta15__rate1x__seed2009675,weak-T,1050.0,15.0,rate1x,2009675,243437,244972,1535,223,1,1,0.0005,True,1514,canonical_single_crack_theta__weakt__T1050K__theta15__rate1x__seed2009675/steps_1050K.csv,fab28916b34d357f18871f375154bc97a736845161de85ad50411e4c5a22df42,True,1535,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1100K__theta15__rate1x__seed2010684,weak-T,1100.0,15.0,rate1x,2010684,244972,246666,1694,227,2,2,0.0005,True,1675,canonical_single_crack_theta__weakt__T1100K__theta15__rate1x__seed2010684/steps_1100K.csv,30a105d510194a0c6bf2e3971c528c293a4b7af62920e0eabbd387824b83e964,True,1694,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1150K__theta15__rate1x__seed2011693,weak-T,1150.0,15.0,rate1x,2011693,246666,248391,1725,255,2,2,0.0005,True,1694,canonical_single_crack_theta__weakt__T1150K__theta15__rate1x__seed2011693/steps_1150K.csv,cf04e5621515810f7ce5ee8305e177501cf95a66e529fec22d8d07038436345c,True,1725,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1200K__theta15__rate1x__seed2012702,weak-T,1200.0,15.0,rate1x,2012702,248391,249955,1564,220,1,1,0.0005,True,1542,canonical_single_crack_theta__weakt__T1200K__theta15__rate1x__seed2012702/steps_1200K.csv,59bb1063ef6f6d887738aa2c440796cbd91f60557dcf2bb109666a2f312c8542,True,1564,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1250K__theta15__rate1x__seed2013711,weak-T,1250.0,15.0,rate1x,2013711,249955,251562,1607,209,1,1,0.0005,True,1589,canonical_single_crack_theta__weakt__T1250K__theta15__rate1x__seed2013711/steps_1250K.csv,5f9c1146289078ab4406a44b141aeaf3540e9d371be9b2ffcc2079b1e27ecaed,True,1607,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__weakt__T1300K__theta15__rate1x__seed2014720,weak-T,1300.0,15.0,rate1x,2014720,251562,253158,1596,206,2,2,0.0005,True,1584,canonical_single_crack_theta__weakt__T1300K__theta15__rate1x__seed2014720/steps_1300K.csv,16d73e048020220311e74137f984a24d79cc66201da476008e71586d3d735510,True,1596,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T0300K__theta15__rate1x__seed3003621,ceramic-like,300.0,15.0,rate1x,3003621,253158,254800,1642,206,2,2,0.0005,True,1628,canonical_single_crack_theta__ceramiclike__T0300K__theta15__rate1x__seed3003621/steps_0300K.csv,4135fbad6d920d25051ee03ac448c66f8b8619ee379fecd0f4050dd5ccc17180,True,1642,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T0600K__theta15__rate1x__seed3004630,ceramic-like,600.0,15.0,rate1x,3004630,254800,256524,1724,227,3,3,0.0005,True,1710,canonical_single_crack_theta__ceramiclike__T0600K__theta15__rate1x__seed3004630/steps_0600K.csv,713b06118398d17880bd29432d0d33bdc061b876afff33bb46b751f4fc0dc354,True,1724,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T0800K__theta15__rate1x__seed3005639,ceramic-like,800.0,15.0,rate1x,3005639,256524,258162,1638,219,2,2,0.0005,True,1624,canonical_single_crack_theta__ceramiclike__T0800K__theta15__rate1x__seed3005639/steps_0800K.csv,c89ea8b50d5bdb71b69edf20d9c13842bf7c26aa305593a3ecd7395d72707c0d,True,1638,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T0900K__theta15__rate1x__seed3006648,ceramic-like,900.0,15.0,rate1x,3006648,258162,259825,1663,224,1,1,0.0005,True,1641,canonical_single_crack_theta__ceramiclike__T0900K__theta15__rate1x__seed3006648/steps_0900K.csv,def8751281a1a6cb467ee87551f53c1f5d65e6cb9123c4ceb94b7c543869dcff,True,1663,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T0950K__theta15__rate1x__seed3007657,ceramic-like,950.0,15.0,rate1x,3007657,259825,261480,1655,226,3,3,0.0005,True,1631,canonical_single_crack_theta__ceramiclike__T0950K__theta15__rate1x__seed3007657/steps_0950K.csv,7e10623e86499f43fd6ad6e066a3909fada74803ba81a243d6addf53e8f11eaa,True,1655,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1000K__theta15__rate1x__seed3008666,ceramic-like,1000.0,15.0,rate1x,3008666,261480,263047,1567,199,2,2,0.0005,True,1552,canonical_single_crack_theta__ceramiclike__T1000K__theta15__rate1x__seed3008666/steps_1000K.csv,300b658091ae4556c10483c322dcd4964232aba22f8993f2c1e9d5087402b993,True,1567,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1050K__theta15__rate1x__seed3009675,ceramic-like,1050.0,15.0,rate1x,3009675,263047,264765,1718,239,2,2,0.0005,True,1690,canonical_single_crack_theta__ceramiclike__T1050K__theta15__rate1x__seed3009675/steps_1050K.csv,4f54220a91c9649181c4b5f2043d53ac34587a4b8c81270bca45d945a4820bb0,True,1718,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1100K__theta15__rate1x__seed3010684,ceramic-like,1100.0,15.0,rate1x,3010684,264765,266418,1653,227,1,1,0.0005,True,1631,canonical_single_crack_theta__ceramiclike__T1100K__theta15__rate1x__seed3010684/steps_1100K.csv,eee16dc5b925376c555b97203e6c056385dc92613f11bf1dccce4052e83ff108,True,1653,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1150K__theta15__rate1x__seed3011693,ceramic-like,1150.0,15.0,rate1x,3011693,266418,268021,1603,218,1,1,0.0005,True,1584,canonical_single_crack_theta__ceramiclike__T1150K__theta15__rate1x__seed3011693/steps_1150K.csv,a21de955fab89777042e4d96023f7efa1c9371701242e3d2e012bd0ddd539ea2,True,1603,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1200K__theta15__rate1x__seed3012702,ceramic-like,1200.0,15.0,rate1x,3012702,268021,269663,1642,224,2,2,0.0005,True,1623,canonical_single_crack_theta__ceramiclike__T1200K__theta15__rate1x__seed3012702/steps_1200K.csv,b933b352acf02a282a56812c0799c63bd3e14cdb5c08e6cd0381013178950a09,True,1642,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1250K__theta15__rate1x__seed3013711,ceramic-like,1250.0,15.0,rate1x,3013711,269663,271366,1703,213,2,2,0.0005,True,1690,canonical_single_crack_theta__ceramiclike__T1250K__theta15__rate1x__seed3013711/steps_1250K.csv,dbf0fa41b4c23012a103f71d2c97b503779e1a1c0e5ae7eea78faa23d6017fca,True,1703,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__ceramiclike__T1300K__theta15__rate1x__seed3014720,ceramic-like,1300.0,15.0,rate1x,3014720,271366,273015,1649,224,1,1,0.0005,True,1635,canonical_single_crack_theta__ceramiclike__T1300K__theta15__rate1x__seed3014720/steps_1300K.csv,6cbae2493f5a9939c4d2c88234aaadd442b787da3b4d0cdb07413a87277d68ed,True,1649,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T0300K__theta30__rate1x__seed3621,Peak,300.0,30.0,rate1x,3621,273015,274673,1658,223,1,1,0.0005,True,1638,canonical_single_crack_theta__peak__T0300K__theta30__rate1x__seed3621/steps_0300K.csv,2b176a2cf0d5c90b0fdfb7a482c09db1300a4c140367f8ab52454e65641d9519,True,1658,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T0600K__theta30__rate1x__seed4630,Peak,600.0,30.0,rate1x,4630,274673,276222,1549,207,1,1,0.0005,True,1533,canonical_single_crack_theta__peak__T0600K__theta30__rate1x__seed4630/steps_0600K.csv,cec10f6778e95043a81284914af587bd7d850aee3c9d2f74a38ce5d8c8c29e7e,True,1549,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T0800K__theta30__rate1x__seed5639,Peak,800.0,30.0,rate1x,5639,276222,277831,1609,208,1,1,0.0005,True,1598,canonical_single_crack_theta__peak__T0800K__theta30__rate1x__seed5639/steps_0800K.csv,3f5e36bfed2e1a1a3754ff123002b0a30890002fe1553cda680c1704efad4e80,True,1609,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T0900K__theta30__rate1x__seed6648,Peak,900.0,30.0,rate1x,6648,277831,279405,1574,198,1,1,0.0005,True,1561,canonical_single_crack_theta__peak__T0900K__theta30__rate1x__seed6648/steps_0900K.csv,d04a789ad92eb91f75caddd375dbce3a07cc2ca966a6aab8239a8bda9e99acf0,True,1574,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T0950K__theta30__rate1x__seed7657,Peak,950.0,30.0,rate1x,7657,279405,281130,1725,233,2,2,0.0005,True,1699,canonical_single_crack_theta__peak__T0950K__theta30__rate1x__seed7657/steps_0950K.csv,819d19bfb5fef5569618c8e3b0a2a7f961d96bc6a3810d3ce0a9e1fdff9c1f10,True,1725,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1000K__theta30__rate1x__seed8666,Peak,1000.0,30.0,rate1x,8666,281130,282815,1685,227,1,1,0.0005,True,1666,canonical_single_crack_theta__peak__T1000K__theta30__rate1x__seed8666/steps_1000K.csv,70d3e34aa7ed7301ffcdc6df40396bf8b86130027ed5c5c6db0f147ad8c50a7a,True,1685,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1050K__theta30__rate1x__seed9675,Peak,1050.0,30.0,rate1x,9675,282815,284549,1734,247,1,1,0.0005,True,1708,canonical_single_crack_theta__peak__T1050K__theta30__rate1x__seed9675/steps_1050K.csv,2d66871b8a1fc8aa04fc43f75d8619f15b0d152bf8da498585a7d39e9c045c97,True,1734,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1100K__theta30__rate1x__seed10684,Peak,1100.0,30.0,rate1x,10684,284549,286145,1596,211,1,1,0.0005,True,1582,canonical_single_crack_theta__peak__T1100K__theta30__rate1x__seed10684/steps_1100K.csv,ab4a0b7e44f1570939b3530d7096a827c21de3083fa6ce2c145f4fdb393eb11c,True,1596,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1150K__theta30__rate1x__seed11693,Peak,1150.0,30.0,rate1x,11693,286145,287795,1650,222,2,2,0.0005,True,1627,canonical_single_crack_theta__peak__T1150K__theta30__rate1x__seed11693/steps_1150K.csv,8ae839f225ec14a74051d40d9fc00c79128dfdd3411487e1d6e2f79f2599f247,True,1650,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1200K__theta30__rate1x__seed12702,Peak,1200.0,30.0,rate1x,12702,287795,289371,1576,200,2,2,0.0005,True,1561,canonical_single_crack_theta__peak__T1200K__theta30__rate1x__seed12702/steps_1200K.csv,1678e23f508071afb927ce4523efec63b75df5e87a75c4694dc9aae93b0f3ed3,True,1576,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1250K__theta30__rate1x__seed13711,Peak,1250.0,30.0,rate1x,13711,289371,290913,1542,222,1,1,0.0005,True,1519,canonical_single_crack_theta__peak__T1250K__theta30__rate1x__seed13711/steps_1250K.csv,f91782f575436a759b8008324ec79ba47f01a0a4bdb03045891d47288d596f95,True,1542,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__peak__T1300K__theta30__rate1x__seed14720,Peak,1300.0,30.0,rate1x,14720,290913,292488,1575,191,1,1,0.0005,True,1561,canonical_single_crack_theta__peak__T1300K__theta30__rate1x__seed14720/steps_1300K.csv,5bee0c26fa5ee12a52f0a5abcf8382c70e768c6ca4d64cc42aee5b7a411d6e88,True,1575,canonical_pf_state_observer_consolidation_v2,False
canonical_single_crack_theta__dbtt__T0300K__theta30__rate1x__seed1003621,DBTT,300.0,30.0,rate1x,1003621,292488,294203,1715,218,1,1,0.0005,True,1705,canonical_single_crack_theta__dbtt__T0300K__theta30__rate1x__seed1003621/steps_0300K.csv,ea7bb7069fd3ff0c90a85717e037734b3f7cffe1c19e52cf207dfcf4b8b53ce9,True,1715,canonical_pf_state_observer_consolidation_v2,False
