candidate_id,parent_id,family,stage,cleavage_zero_target_eV,guard_log10_q_low,guard_exponent,cleavage_entropy_zero_kB,cleavage_entropy_active_kB,cleavage_entropy_infinity_kB,emission_entropy_active_kB,emission_entropy_infinity_kB,emission_stratum,cleavage_heat_capacity_base_kB,cleavage_heat_capacity_guard_kB,emission_heat_capacity_base_kB,complexity,legacy_candidate_id,entropy_pair_id,legacy_emission_entropy_over_kB,corrected_emission_entropy_over_kB,legacy_emission_barrier_temperature_derivative_over_kB,entropy_representation,all_nonentropy_coordinates_equal,Tref_surface_equal,corrected_candidate_id,KFP_ratio,KFP_300K,F1B_eligible,activation_entropy_over_kB,barrier_temperature_derivative_over_kB,hard_rejection,complete_row_sha256
P25_TJBSV2_S_034830,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,S,1.1779932975769043,-3.6089251255616546,3.0249709002673626,-41.7530557140708,-21.885131672024727,-18.082719780504704,-43.59618500661519,-1.6480790078639984,NEGATIVE_PRIMARY_PRIOR,0.0,0.0,0.0,2,P25_TJBS_S_034830,PAIR_P25_TJBS_S_034830,32.807629986769626,-43.59618500661519,-32.807629986769626,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P25_TJBSV2_S_034830,5.883045489969484,3.684771277132317,True,,,,c081c77db4acb60c979b6e708ddc4dec7221c750641ff3c71e042f29ecf72da4
P25_TJBSV2_S_036971,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,S,1.7667728988453746,-5.919783089309931,1.5177467362955213,-43.852085806429386,-26.916776299476624,-19.900711104273796,-16.229096241295338,-1.3967191241681576,NEGATIVE_TO_ZERO_CONTROL,0.0,0.0,0.0,2,P25_TJBS_S_036971,PAIR_P25_TJBS_S_036971,9.180602505803108,-16.229096241295338,-9.180602505803108,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P25_TJBSV2_S_036971,14.768357507508801,2.252897028072124,True,,,,e6f07e24503f99110e32abedf9408af3d58a83f796cdb0d46484670957edd92b
P40_TJBSV2_S_031027,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.2876505991443992,-6.0012157605960965,4.974805036559701,-8.308309689164162,-5.1647743582725525,-2.9626189172267914,-6.723899580538273,-1.1141666024923325,NEGATIVE_TO_ZERO_CONTROL,0.0,0.0,0.0,2,P40_TJBS_S_031027,PAIR_P40_TJBS_S_031027,15.517400279641151,-6.723899580538273,-15.517400279641151,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_031027,0.0983444771560114,5.4352322374772,True,,,,278aecfdf4005297afc6525fb0b672908be3004b492ca126e72bcc2bb4913b56
P40_TJBSV2_S_029466,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.8757563401013613,-3.888028130866587,3.59106549853459,-20.06344785913825,-4.846565201878548,-1.3402954116463661,-43.32636569481757,-4.840522110462189,NEGATIVE_PRIMARY_PRIOR,0.0,0.0,0.0,2,P40_TJBS_S_029466,PAIR_P40_TJBS_S_029466,33.347268610364864,-43.32636569481757,-33.347268610364864,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_029466,0.7419415116057988,5.764070404306599,True,,,,4774c9c5360c060a1bdca3c9577e7df708e10ff9574c8f47638918a05a095da5
P40_TJBSV2_S_023912,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.1528984373435378,-3.2157792262732983,4.2386554018594325,-32.66115803271532,-6.872339025139809,-2.5083421543240547,-4.538825824856758,-1.821082942187786,NEGATIVE_TO_ZERO_CONTROL,0.0,0.0,0.0,2,P40_TJBS_S_023912,PAIR_P40_TJBS_S_023912,16.97411611676216,-4.538825824856758,-16.97411611676216,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_023912,0.9181772065437669,5.87213226239562,True,,,,8c384fa645f80a88826731d01c443d865dd9134a138b33bef0dad35d70453e20
P40_TJBSV2_S_038278,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.7234895266592503,-4.437406810000539,7.329742542933673,-10.420442745089531,-14.234272316098213,-11.522256433963776,-40.54404738048713,-5.44333117082715,NEGATIVE_PRIMARY_PRIOR,0.0,0.0,0.0,2,P40_TJBS_S_038278,PAIR_P40_TJBS_S_038278,38.91190523902575,-40.54404738048713,-38.91190523902575,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_038278,1.1319889483716066,6.1708312395390745,True,,,,d3489ae0e75429b2f33c1edee886761eaf313d4c8cec00bb8411808001f18e2f
P40_TJBSV2_S_043821,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.7889830488711596,-6.018887802027166,5.331693306565285,-31.197470892220736,-9.840085804462433,-3.5432305186986923,-38.030397569139794,-11.850363686680794,NEGATIVE_PRIMARY_PRIOR,0.0,0.0,0.0,2,P40_TJBS_S_043821,PAIR_P40_TJBS_S_043821,43.93920486172041,-38.030397569139794,-43.93920486172041,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_043821,1.4878311346619533,5.743490352875241,True,,,,42b7b003ce9e9336a1c8395f99c230f777585440ef3da77f75c09b1b53107504
P40_TJBSV2_S_001565,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.8279474517330527,-7.366391710937023,4.980523554608226,-47.86700773984194,-9.749592617154121,-1.4975153654813766,-48.19569040089846,-10.573313888162374,NEGATIVE_PRIMARY_PRIOR,0.0,0.0,0.0,2,P40_TJBS_S_001565,PAIR_P40_TJBS_S_001565,23.60861919820309,-48.19569040089846,-23.60861919820309,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_001565,1.8958276487718897,5.40509830614453,True,,,,74a2878af84bdd62a48b2e1783ca48b148ed248a1d5d4edd3be98d0dac52e3ed
P40_TJBSV2_S_006687,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.0347175914794207,-7.079917846247554,7.103113351855427,-41.42013983801007,-15.110429897904396,-9.36888687312603,-42.85534108844068,-10.618556309491396,NEGATIVE_PRIMARY_PRIOR,0.0,0.0,0.0,2,P40_TJBS_S_006687,PAIR_P40_TJBS_S_006687,34.28931782311864,-42.85534108844068,-34.28931782311864,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_006687,2.1545443090096907,5.745885272208082,True,,,,76b08d4049b167b2464ac865e1d2df574cbd280938fa5b96fadf91fa3e415ecf
P40_TJBSV2_S_054071,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.1743841338902712,-7.361950671300292,7.152585717383772,-17.79672848060727,-18.126833960413933,-14.935482814908028,-31.477317822476223,-5.007878467440605,NEGATIVE_PRIMARY_PRIOR,0.0,0.0,0.0,2,P40_TJBS_S_054071,PAIR_P40_TJBS_S_054071,57.04536435504755,-31.477317822476223,-57.04536435504755,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_054071,2.4084869306412533,5.752491304247554,True,,,,e5f5130c14966336482d5256a1aeb68e3832520f654f5abc35132bfe03c80ef5
P40_TJBSV2_S_026081,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.5189459454268217,-7.759821868501604,4.59109893348068,-41.15140652284026,-15.58577686548233,-4.997308850288391,-19.03334453701973,-9.329608865082264,NEGATIVE_TO_ZERO_CONTROL,0.0,0.0,0.0,2,P40_TJBS_S_026081,PAIR_P40_TJBS_S_026081,7.311103641986847,-19.03334453701973,-7.311103641986847,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_026081,2.7933639796403438,5.114080415098698,True,,,,d02deb183362c034bc2c0a00c746609c8fbe17573a1430e8029f479d960065e3
P40_TJBSV2_S_044474,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.914121893234551,-3.2904262486845255,2.1999001828953624,-43.58692932873964,-20.890031680464745,-12.69147776067257,-45.925535683830574,-10.38658132776618,NEGATIVE_PRIMARY_PRIOR,0.0,0.0,0.0,2,P40_TJBS_S_044474,PAIR_P40_TJBS_S_044474,28.148928632338848,-45.925535683830574,-28.148928632338848,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_044474,3.3722508381044713,5.424650846290107,True,,,,6f76d867de6c64ddb46acdbd0e63162ec9798f6b0bcbfe5c419d9a1678b579e7
P40_TJBSV2_S_038503,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.2249078433960676,-6.092733030207455,3.6081613581627607,-41.65806518867612,-22.215431332588196,-15.812757201492786,-42.13683882686827,-1.7638364247977734,NEGATIVE_PRIMARY_PRIOR,0.0,0.0,0.0,2,P40_TJBS_S_038503,PAIR_P40_TJBS_S_038503,35.72632234626346,-42.13683882686827,-35.72632234626346,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_038503,4.178777108499672,4.900918143849848,True,,,,029248a4dee3ce62dcc71912cc086abe3120175dfe7d325f90641a83c2fb56f0
P40_TJBSV2_S_000589,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,S,1.7794655095785856,-5.6861305348575115,1.7484348881989717,-47.37937115132809,-27.84818045794964,-19.59566306322813,-40.41360814124346,-5.41723707690835,NEGATIVE_PRIMARY_PRIOR,0.0,0.0,0.0,2,P40_TJBS_S_000589,PAIR_P40_TJBS_S_000589,39.172783717513084,-40.41360814124346,-39.172783717513084,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,P40_TJBSV2_S_000589,8.376947294814418,3.7914946542033783,True,,,,54c3b84ec702d5e5df605e0cae58c5d41751cfcd1c1dc7fbdcec2ee74bfab7f5
P25_TJBSV2_T_000010,P25_TRANSFER_V1_RANK1,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-7.0,2.0,10.0,0.0,10.0,10.0,-10.0,POSITIVE_SIGN_CONTROL,0.0,0.0,0.0,2,P25_TJBS_T_000010,PAIR_P25_TJBS_T_000010,35.0,10.0,-35.0,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,,,,False,10.0,-10.0,EMISSION_THERMODYNAMIC_ADMISSIBILITY,050739df4b06f0f0d343fff03ecca392862d6394e0f1e635772e081a3f02dd16
P40_TJBSV2_T_000010,P40_TRANSFER_CALIBRATED_GEN2,GUARD_LINEAR_ENTROPY,STRUCTURED,1.25,-5.0,8.0,20.0,10.0,20.0,10.0,-5.0,POSITIVE_SIGN_CONTROL,0.0,0.0,0.0,2,P40_TJBS_T_000010,PAIR_P40_TJBS_T_000010,35.0,10.0,-35.0,DIRECT_FREE_ENERGY_SURFACE_NO_PREFACTOR_DOUBLE_COUNTING,True,True,,,,False,10.0,-10.0,EMISSION_THERMODYNAMIC_ADMISSIBILITY,4b21d20dbcf3c5176c2564039541688e95ace7ef540f1cad4cf9ace046567413
