mesh,radius_m,d_over_R,family,outer_radius_m,outer_over_h,effective_tip_x_m,K_I_Pa_sqrt_m,K_II_Pa_sqrt_m,active_elements,reaction_rescale_to_control,reaction_normalized_K_I_Pa_sqrt_m,reaction_normalized_K_II_Pa_sqrt_m,solver_identity,git_sha
finer,0.00015,8,matched_control,0.0005362499999999999,7.1499999999999995,0.0019959339210808623,6898831.663024235,1.7773375304815348e-07,896,1.0018383602571672,6898831.663024235,1.7773375304815348e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,8,matched_control,0.0006,8.0,0.0019959339210808623,7312305.428006847,1.8098311286182157e-07,1168,1.0018383602571672,7312305.428006847,1.8098311286182157e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,16,void,0.0004725,6.300000000000001,0.0019999686929348805,6344475.175395848,-1.4878103176468395e-07,192,1.0015777887336117,6354485.4168482665,-1.490157768003774e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,16,void,0.0005362499999999999,7.1499999999999995,0.0019999686929348805,6794240.417631197,-1.571546129201972e-07,258,1.0015777887336117,6804960.293615584,-1.5740256969789778e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,16,void,0.0006,8.0,0.0019999686929348805,7211079.847640663,-1.6352572999597242e-07,318,1.0015777887336117,7222457.408181445,-1.6378373905041568e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,16,matched_control,0.0004725,6.300000000000001,0.0019999686929348805,6354819.34858287,3.007628707242808e-08,192,1.0015777887336117,6354819.34858287,3.007628707242808e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,16,matched_control,0.0005362499999999999,7.1499999999999995,0.0019999686929348805,6804622.967195393,3.251382926442713e-08,258,1.0015777887336117,6804622.967195393,3.251382926442713e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,16,matched_control,0.0006,8.0,0.0019999686929348805,7221424.4292946085,3.700065674261562e-08,318,1.0015777887336117,7221424.4292946085,3.700065674261562e-08,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,32,void,0.0004725,6.300000000000001,0.0019606913852658727,6854095.604312086,-9.211483301390515e-09,48,1.001716557896027,6865861.056241792,-9.227295345785637e-09,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,32,void,0.0005362499999999999,7.1499999999999995,0.0019606913852658727,7426091.551248959,-5.771302763060361e-09,82,1.001716557896027,7438838.867337875,-5.781209538388654e-09,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,32,void,0.0006,8.0,0.0019606913852658727,8273580.065460663,1.5832236924264946e-09,98,1.001716557896027,8287782.144650442,1.5859413875569063e-09,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,32,matched_control,0.0004725,6.300000000000001,0.0019606913852658727,6859067.49231284,-1.4855654767229264e-07,48,1.001716557896027,6859067.49231284,-1.4855654767229264e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,32,matched_control,0.0005362499999999999,7.1499999999999995,0.0019606913852658727,7431330.149014037,-1.54330141089357e-07,82,1.001716557896027,7431330.149014037,-1.54330141089357e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,32,matched_control,0.0006,8.0,0.0019606913852658727,8279077.4315380985,-1.6092102076626267e-07,98,1.001716557896027,8279077.4315380985,-1.6092102076626267e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,64,void,0.0004725,6.300000000000001,0.0019427949717004418,6111932.336492966,2.0553580247028383e-07,16,1.0018125613783724,6123010.588993318,2.0590834872771423e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,64,void,0.0005362499999999999,7.1499999999999995,0.0019427949717004418,6418110.022207513,2.2162421086732864e-07,42,1.0018125613783724,6429743.240555911,2.22025918352459e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,64,void,0.0006,8.0,0.0019427949717004418,7289427.476375318,2.479732220995928e-07,52,1.0018125613783724,7302640.011089442,2.484226887848411e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,64,matched_control,0.0004725,6.300000000000001,0.0019427949717004418,6112195.493187795,1.4963162795150003e-07,16,1.0018125613783724,6112195.493187795,1.4963162795150003e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,64,matched_control,0.0005362499999999999,7.1499999999999995,0.0019427949717004418,6418380.332018108,1.620536537273204e-07,42,1.0018125613783724,6418380.332018108,1.620536537273204e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
finer,0.00015,64,matched_control,0.0006,8.0,0.0019427949717004418,7289718.777615414,1.807406182040616e-07,52,1.0018125613783724,7289718.777615414,1.807406182040616e-07,arrhenius_fracture.fem.production_CST_plane_strain/scipy.sparse.linalg.spsolve(SuperLU),2d20645dc398e35b026a864202fdeb3d3107afbd
