trajectory,event_index,blocks_to_fire,waiting_time_s_this_event,cumulative_time_s,accepted_length_m,cumulative_extension_m,pre_event_max_pB,pre_event_K_rebond_Pa_sqrt_m,max_pB_post_commit,max_K_rebond_post_commit_Pa_sqrt_m,max_phase_resolved_K_rebond_Pa_sqrt_m,action_weighted_K_rebond_Pa_sqrt_m,cleavage_action,hazard_threshold_action,hazard_event_index,engine_id,any_bulk_action_used,all_bulk_action_qualified,K_b_applied_Pa_sqrt_m,mpz_mobile_count,mpz_retained_count,mpz_emitted_total,mpz_escaped_total,mpz_recovered_total,r_eff,sigma_tip,mpz_total_K_shield_Pa_sqrt_m
S1_K21MPa_seed1720_static,20,61,0.016956483205289863,0.3079564540359496,4.9999999999999996e-06,0.00010499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.025125713703232973,21,1,False,True,900000.0,6.154188494673429,2.277248591264711e-40,101.26070163807967,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,21,1,0.00030299202628120137,0.3082594460622308,4.9999999999999996e-06,0.00010999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1230246109565567,22,1,False,True,900000.0,0.4429840363236848,7.0635016436860665e-43,101.70368567440327,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,22,51,0.013542600479189149,0.32180204654142,4.9999999999999996e-06,0.00011499999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2033610821199503,23,1,False,True,900000.0,5.496506843425286,1.7434982636831715e-40,107.20019251782847,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,23,2,0.0024523397450927353,0.3242543862865127,4.9999999999999996e-06,0.00011999999999999999,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9002101247195717,24,1,False,True,900000.0,2.045641713344894,1.8510210320859212e-41,109.24583423117338,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,24,5,0.010855671324971339,0.33511005761148405,4.9999999999999996e-06,0.000125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4889636505520178,25,1,False,True,900000.0,4.900089483239926,1.3325108934487688e-40,114.1459237144134,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,25,3,0.0058964329932463255,0.3410064906047304,4.9999999999999996e-06,0.00013000000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6100161659150042,26,1,False,True,900000.0,3.4991810812142092,6.141972257891969e-41,117.64510479562756,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,26,4,0.007356210309404532,0.3483627009141349,4.9999999999999996e-06,0.00013500000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6872331712100296,27,1,False,True,900000.0,3.9668344982852557,8.177783908641484e-41,121.6119392939128,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,27,4,0.008287373386961006,0.3566500743010959,4.9999999999999996e-06,0.00014000000000000004,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1587719978939257,28,1,False,True,900000.0,4.23733912552085,9.516296474856185e-41,125.84927841943362,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,28,1,0.0019146381243850819,0.358564712425481,4.9999999999999996e-06,0.00014500000000000006,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8829111034859565,29,1,False,True,900000.0,1.738021476867798,1.295152803539921e-41,127.58729989630135,0.0,0.0,1e-06,8377787888.430086,0.0
S1_K21MPa_seed1720_static,29,5,0.010647061708617234,0.3692117741340982,4.9999999999999996e-06,0.00015000000000000007,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2045035987385955,30,1,False,True,900000.0,4.850087774588566,1.3010559119547363e-40,132.43738767088982,0.0,0.0,1e-06,8377787888.430086,0.0
