case_label,source_case,material_response_class,target_Kmax_MPa_sqrtm,K_initial_MPa_sqrtm,K_first_fire_MPa_sqrtm,K_final_MPa_sqrtm,DeltaK_nominal_MPa_sqrtm,DeltaK_initial_MPa_sqrtm,DeltaK_first_fire_MPa_sqrtm,DeltaK_final_MPa_sqrtm,DeltaK_MPa_sqrtm,cycles_total,cycles_to_first_fire,n_adv_or_fire_total,a_adv_m,da_dN_m_per_cycle,da_dN_upper_bound_m_per_cycle,plot_da_dN_m_per_cycle,is_censored_upper_bound,direct_lt_1_cycle,log10_da_dN_or_bound,B_final,N_em_final,dN_store_last_block,dN_mobile_last_block,dN_escape_last_block,cyclic_plastic_work_J,G_cleave_eff_eV,S_cleave_kB,K_calibration_rel_error,cycle_limiter_code,blocks_completed,run_dir
FCC_like_case29,29,Smooth ductile/FCC-like Paris baseline,8.0,7.999999999999969,7.999999999999968,12.088778264806988,7.2,7.199999999999972,7.199999999999972,10.87990043832629,10.87990043832629,414653.7376215692,31560.499753169297,50,0.00025000000000000066,6.029126891125755e-10,,6.029126891125755e-10,False,False,-9.219745575723998,0.0038121639855512,1.1737643229553e-310,3.1145967e-316,3.158923801117892e-12,432890.5159714845,0.013488353934651,0.3810518624261436,1.0254405143334353,-3.3306690738754696e-16,1.0,4999.0,runs/v8_material_response_production_2d/FCC_like_case29/v8_2d_K8
FCC_like_case29,29,Smooth ductile/FCC-like Paris baseline,8.5,8.499999999999972,8.499999999999973,12.845484633741735,7.65,7.649999999999975,7.649999999999976,11.560936170367562,11.560936170367563,82346.34769462582,6881.268762400501,50,0.00025000000000000066,3.0359573557178722e-09,,3.0359573557178722e-09,False,False,-8.51770433300926,0.0047384884917343,3.0287260517517e-311,1.11965725e-316,1.135592282074846e-12,107879.57986939784,0.0177928855499869,0.3675726897875736,1.0020456779950524,0.0,1.0,4999.0,runs/v8_material_response_production_2d/FCC_like_case29/v8_2d_K8p5
FCC_like_case29,29,Smooth ductile/FCC-like Paris baseline,9.0,9.0011646125785,9.00120975926059,13.58017874731622,8.1,8.101048151320649,8.10108878333453,12.222160872584597,12.2221608725846,17834.542786023874,1621.2133164428792,50,0.00025000000000000066,1.4017740908722054e-08,,1.4017740908722054e-08,False,False,-7.853321971385731,0.0050740813534715,8.546218777316e-312,4.9184344e-317,4.98843396920761e-13,33266.354636696386,0.0229818885369762,0.3552499993211218,0.98019527186045,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/FCC_like_case29/v8_2d_K9
FCC_like_case29,29,Smooth ductile/FCC-like Paris baseline,10.0,10.00686101095022,10.008096146765247,14.97222705112704,9.0,9.006174909855197,9.007286532088722,13.475004346014337,13.475004346014336,1050.7900672661538,111.26151359132344,50,0.00025000000000000066,2.37916219222006e-07,,2.37916219222006e-07,False,False,-6.62357595023464,0.0094881984298622,8.72158374265e-313,1.75589e-317,1.7808800323255666e-13,6109.6396743477135,0.0372034239176079,0.3337332026380289,0.940931846321728,4.440892098500626e-16,1.0,5000.0,runs/v8_material_response_production_2d/FCC_like_case29/v8_2d_K10
FCC_like_case29,29,Smooth ductile/FCC-like Paris baseline,11.0,11.030342823667937,11.036945786190657,16.23328216958943,9.9,9.927308541301143,9.933251207571592,14.609953952630487,14.609953952630487,92.65302791619132,9.616862201113904,49,0.00024500000000000064,2.6442740783562274e-06,,2.6442740783562274e-06,False,False,-5.577693532337398,0.9988923154046304,4.48340249657e-313,1.3139053e-317,1.332605056691191e-13,2521.914002655072,0.0559084393726376,0.3160528196370885,0.907554799187216,0.0,1.0,5000.0,runs/v8_material_response_production_2d/FCC_like_case29/v8_2d_K11
FCC_like_case29,29,Smooth ductile/FCC-like Paris baseline,12.0,12.0260444671852,12.043400040504878,17.37412490851381,10.8,10.82344002046668,10.83906003645439,15.63671241766243,15.63671241766243,13.71146521126563,1.1549494623609715,49,0.00024500000000000064,1.786825814929709e-05,,1.786825814929709e-05,False,False,-4.7479177817427685,0.9922741797845424,1.1555924079e-313,1.5308165e-317,1.552603314350556e-13,1726.4026463918372,0.0777394674285791,0.3013460052004636,0.8789794597644504,0.0,1.0,5000.0,runs/v8_material_response_production_2d/FCC_like_case29/v8_2d_K12
shifted_ductile_case64,64,Shifted ductile Paris baseline,3.5,3.4999999999999845,3.4999999999999853,3.5704707610195325,3.15,3.149999999999986,3.149999999999987,3.2134236849175792,3.2134236849175792,200000000000000.5,171978832772450.34,1,5.000000000000013e-06,2.5e-20,,2.5e-20,False,False,-19.602059991327963,0.2422182003263749,4.4651578301605444e-302,9.444736377905187e-306,0.0957915439078537,7.856492166358803e+17,0.0,0.6629498876699421,1.419884005458596,-3.3306690738754696e-16,8.0,4616.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K3p5
shifted_ductile_case64,64,Shifted ductile Paris baseline,4.0,3.999999999999985,3.999999999999984,3.7439216094933343,3.6,3.5999999999999863,3.599999999999986,3.369529448544001,3.3695294485440006,166805923994567.44,11552027381375.94,15,7.50000000000002e-05,4.4962431911256835e-19,,4.4962431911256835e-19,False,False,-18.347150206845665,0.781107782879595,4.363987438309174e-302,1.9719353067520616e-305,0.2,1.518311952260552e+18,7.492540049905031e-06,0.6546775317174293,1.4105182905785856,-3.3306690738754696e-16,3.0,5000.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K4
shifted_ductile_case64,64,Shifted ductile Paris baseline,4.5,4.499999999999983,4.499999999999984,6.760160832957991,4.05,4.049999999999985,4.049999999999986,6.084144749662192,6.084144749662192,15805155164491.111,965832315265.759,49,0.00024500000000000064,1.550127141746976e-17,,1.550127141746976e-17,False,False,-16.809632679446086,0.748802257895943,2.759249168681071e-303,1.98877438344676e-309,2.017078730334968e-05,37254009123438.29,0.0003881808893421,0.5413072834710343,1.270670844539348,-7.771561172376097e-16,1.0,5000.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K4p5
shifted_ductile_case64,64,Shifted ductile Paris baseline,5.0,4.999999999999981,4.999999999999982,7.515532583627055,4.5,4.499999999999983,4.499999999999984,6.76397932526435,6.76397932526435,1612328739595.5522,97233210684.29716,50,0.00025000000000000066,1.550552277959843e-16,,1.550552277959843e-16,False,False,-15.80951358663611,0.0028202115508642,1.059512477997166e-304,2.2381337986534e-310,2.2699870423645656e-06,2906052200857.0664,0.0008715797973689,0.5191845066340969,1.240669199017063,4.440892098500626e-16,1.0,5000.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K5
shifted_ductile_case64,64,Shifted ductile Paris baseline,5.5,5.499999999999981,5.499999999999982,8.274423002061061,4.95,4.949999999999983,4.949999999999984,7.446980701854955,7.446980701854955,192038524136.9382,11477989189.386105,50,0.00025000000000000066,1.3018221272192838e-15,,1.3018221272192838e-15,False,False,-14.885448350978523,0.0043667400690088,1.5888648092428543e-305,3.0568805780575e-311,3.100386271313101e-07,274060239217.59793,0.0017282808674485,0.4987090533010633,1.2120342339267716,0.0,1.0,5000.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K5p5
shifted_ductile_case64,64,Shifted ductile Paris baseline,6.0,5.999999999999977,5.999999999999978,9.036185313283934,5.4,5.399999999999979,5.39999999999998,8.132566781955541,8.132566781955541,25809199610.13281,1556370718.3302932,50,0.00025000000000000066,9.686468537437694e-15,,9.686468537437694e-15,False,False,-14.01383452782485,0.0062066100282538,2.7025326251261333e-306,4.949464747317e-312,5.0199058013073554e-08,30561201986.004135,0.0030154141225558,0.4796804382768563,1.184643916232604,0.0,1.0,5000.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K6
shifted_ductile_case64,64,Shifted ductile Paris baseline,6.5,6.49999999999997,6.499999999999971,9.796929430707229,5.8500000000000005,5.849999999999973,5.849999999999974,8.817236487636507,8.817236487636507,3826018610.9378824,238433386.16628492,50,0.00025000000000000066,6.534207629970663e-14,,6.534207629970663e-14,False,False,-13.18480706956706,0.0083531426247032,5.1006001171780904e-307,9.38896754106e-313,9.522591839796444e-09,3993551322.3194695,0.0047717480350983,0.4620088353507656,1.1585078992525548,6.661338147750939e-16,1.0,5000.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K6p5
shifted_ductile_case64,64,Shifted ductile Paris baseline,7.0,6.99999999999997,6.999999999999971,10.55813636922614,6.3,6.299999999999973,6.299999999999974,9.502322732303528,9.502322732303526,625767776.1545253,40714408.37963945,50,0.00025000000000000066,3.9950922614824194e-13,,3.9950922614824194e-13,False,False,-12.3984731867655,0.0006178428498591,1.0663798051883551e-307,2.0449521685e-313,2.0740560399569216e-09,599263813.1079131,0.007050294914234,0.4455012963726891,1.133461651326708,-3.3306690738754696e-16,1.0,4999.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K7
shifted_ductile_case64,64,Shifted ductile Paris baseline,7.5,7.499999999999969,7.499999999999968,11.324401587449431,6.75,6.7499999999999725,6.749999999999972,10.191961428704488,10.19196142870449,110681114.11548992,7662685.279664667,50,0.00025000000000000066,2.2587412676307074e-12,,2.2587412676307074e-12,False,False,-11.64613351342476,0.0026117945138557,2.4236406096442795e-308,5.0107919913e-314,5.082105856922008e-10,101009807.52203092,0.0099282214670324,0.4299394536572592,1.1092702005657706,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K7p5
shifted_ductile_case64,64,Shifted ductile Paris baseline,8.0,7.999999999999969,7.999999999999968,12.088778264806988,7.2,7.199999999999972,7.199999999999972,10.87990043832629,10.87990043832629,20596985.387780283,1574634.7352276775,50,0.00025000000000000066,1.213769856574836e-11,,1.213769856574836e-11,False,False,-10.915863652218569,0.0040124497042941,5.84339970445848e-309,1.388010972e-314,1.4077652195801474e-10,19291640.148303054,0.013488353934651,0.4153605912358731,1.0860772636033085,-3.3306690738754696e-16,1.0,4999.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K8
shifted_ductile_case64,64,Shifted ductile Paris baseline,8.5,8.499999999999972,8.499999999999973,12.845484633741735,7.65,7.649999999999975,7.649999999999976,11.560936170367562,11.560936170367563,4184816.961746703,350504.8855631423,50,0.00025000000000000066,5.973976933405782e-11,,5.973976933405782e-11,False,False,-10.223736458617381,0.0051485766313994,1.540216070533025e-309,4.35891843e-315,4.4209547965889236e-11,4199841.383266624,0.0177928855499869,0.4017654763850364,1.0639712098149308,0.0,1.0,4999.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K8p5
shifted_ductile_case64,64,Shifted ductile Paris baseline,9.0,9.0011646125785,9.00120975926059,13.580178747316214,8.1,8.101048151320649,8.10108878333453,12.222160872584594,12.222160872584594,918823.4864135548,83665.57931505039,50,0.00025000000000000066,2.72087080594583e-10,,2.72087080594583e-10,False,False,-9.565292079167278,0.0057077551274742,4.39501999987003e-310,1.575080523e-315,1.597497154839835e-11,1065322.4481280858,0.0229818885369762,0.3892891298246782,1.0432643095757632,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K9
shifted_ductile_case64,64,Shifted ductile Paris baseline,10.0,10.00686101095022,10.008096146765247,14.97222705112704,9.0,9.006174909855197,9.007286532088722,13.475004346014337,13.475004346014336,53949.97208695801,5749.157675274016,50,0.00025000000000000066,4.633922694103418e-09,,4.633922694103418e-09,False,False,-8.334051215648406,0.0096646020968553,4.419915867607e-311,3.0988224e-316,3.14292503030369e-12,107823.87982400336,0.0372034239176079,0.3673891471214522,1.0059036859896493,4.440892098500626e-16,1.0,5000.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K10
shifted_ductile_case64,64,Shifted ductile Paris baseline,11.0,11.030342823667937,11.036945786190657,16.23328216958943,9.9,9.927308541301143,9.933251207571592,14.609953952630487,14.609953952630486,4502.414169476061,476.8146069978127,49,0.00024500000000000064,5.4415251635659924e-08,,5.4415251635659924e-08,False,False,-7.264279358153529,0.995559962819288,2.079765452105e-311,1.045473e-316,1.0603522076218644e-12,20066.838758570637,0.0559084393726282,0.3492779569713684,0.9739836487675708,0.0,1.0,5000.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K11
shifted_ductile_case64,64,Shifted ductile Paris baseline,12.0,12.0260444671852,12.043400040504874,17.374124908513625,10.8,10.82344002046668,10.839060036454388,15.636712417662263,15.636712417662263,596.112992553626,51.80234504954244,49,0.00024500000000000064,4.109959069176983e-07,,4.109959069176983e-07,False,False,-6.386162503213734,0.9824711667402396,4.36934704171e-312,5.6710525e-317,5.751763045587712e-13,6395.618798144755,0.0777394674286153,0.3341278067815527,0.9465327683225596,0.0,1.0,5000.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K12
shifted_ductile_case64,64,Shifted ductile Paris baseline,12.5,12.5054258923947,12.511910262678947,17.945130973990565,11.25,11.25488330315523,11.260719236411052,16.15061787659151,16.15061787659151,276.2457639917386,19.72032830450355,49,0.00024500000000000064,8.868914276177918e-07,,8.868914276177918e-07,False,False,-6.052129542820514,0.978551383148143,2.3585701328e-312,4.821422e-317,4.890040783203058e-13,4176.701289491977,0.0930364298146658,0.3269428560405494,0.9332657598616708,0.0,1.0,5000.0,runs/v8_material_response_production_2d/shifted_ductile_case64/v8_2d_K12p5
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,3.5,3.4999999999999845,,3.4999999999999845,3.15,3.149999999999986,,3.149999999999986,3.149999999999986,200000000000000.0,,0,0.0,,2.5e-20,2.5e-20,True,False,-19.602059991327963,0.0088402832107545,4.204498646109008e-306,4.204498646109008e-306,0.04264151919358,6.400256396559808e+21,0.0,0.7066697146092067,1.6444562967310103,-3.3306690738754696e-16,8.0,1.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K3p5
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,4.0,3.999999999999985,,3.999999999999984,3.6,3.5999999999999863,,3.599999999999986,3.599999999999986,199999999999999.9,,0,0.0,,2.5000000000000008e-20,2.5000000000000008e-20,True,False,-19.602059991327963,0.5804899682744918,2.7603616426958558e-306,4.743196558480934e-309,4.810558383550902e-05,5.423765215286568e+18,0.0,0.6702655170287893,1.6193205049679302,-3.3306690738754696e-16,8.0,59.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K4
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,4.5,4.499999999999983,4.499999999999984,6.760160832957991,4.05,4.049999999999985,4.049999999999986,6.084144749662192,6.084144749662192,160418791188807.5,6509105684160.956,50,0.00025000000000000066,1.5584209190665145e-18,,1.5584209190665145e-18,False,False,-17.807315230784905,0.0027672937070724,4.228496632866928e-307,1.77771464e-315,1.8030116823790116e-11,389058361623.585,0.0003881808893421,0.5013287695779656,1.4540155901305398,-7.771561172376097e-16,1.0,5000.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K4p5
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,5.0,4.999999999999981,4.999999999999982,7.515532583627055,4.5,4.499999999999983,4.499999999999984,6.76397932526435,6.76397932526435,4033289053016.928,151021140792.94684,50,0.00025000000000000066,6.198415157301928e-17,,6.198415157301928e-17,False,False,-16.207719338957155,0.0048305510910007,1.416386143262048e-308,3.504529e-317,3.5544346581229383e-13,4824800126.107839,0.0008715797973689,0.4632705204699278,1.4040036584898845,4.440892098500626e-16,1.0,5000.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K5
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,5.5,5.499999999999981,5.499999999999982,8.274423002061061,4.95,4.949999999999983,4.949999999999984,7.446980701854955,7.446980701854955,120740159367.6956,4260603457.886926,50,0.00025000000000000066,2.0705621171052468e-15,,2.0705621171052468e-15,False,False,-14.683911736081004,0.0074821920350087,5.66885818201396e-310,9.81773e-319,9.957459399214721e-15,84730650.9050154,0.0017282808674485,0.4280562039892713,1.3528171734155563,0.0,1.0,5000.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K5p5
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,6.0,5.999999999999977,5.999999999999978,9.036185313283934,5.4,5.399999999999979,5.39999999999998,8.132566781955541,8.132566781955541,4139261818.115102,144766100.3467967,50,0.00025000000000000066,6.039724254839316e-14,,6.039724254839316e-14,False,False,-13.218982888752274,0.0005214274336022,2.6135155822576e-311,4.0276e-320,4.0848975698401925e-16,2174857.099245111,0.0030154141225558,0.3955129685486925,1.3009549137553764,0.0,1.0,4999.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K6
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,6.5,6.49999999999997,6.499999999999971,9.79692943070723,5.8500000000000005,5.849999999999973,5.849999999999974,8.817236487636508,8.817236487636508,159377994.5080509,5871184.804827738,50,0.00025000000000000066,1.5685979784829836e-12,,1.5685979784829836e-12,False,False,-11.804488349018808,0.0036997621720515,1.36251907029e-312,2.74e-321,2.7826690156462806e-17,92828.76630856736,0.0047717480350983,0.3655947400958761,1.2490798805701546,6.661338147750939e-16,1.0,4999.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K6p5
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,7.0,6.99999999999997,6.999999999999971,10.558136369226135,6.3,6.299999999999973,6.299999999999974,9.502322732303522,9.502322732303522,7059392.899167977,281947.6402459854,50,0.00025000000000000066,3.541381016340169e-11,,3.541381016340169e-11,False,False,-10.450827345088227,0.0061221202473034,8.207493274e-314,4e-322,4.073553668451745e-18,8524.962824243683,0.007050294914234,0.3380353483595013,1.197431071012216,-3.3306690738754696e-16,1.0,4999.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K7
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,7.5,7.499999999999969,7.499999999999968,11.324401587449431,6.75,6.7499999999999725,6.749999999999972,10.191961428704488,10.19196142870449,348912.5807887214,15931.82151707337,50,0.00025000000000000066,7.165118535848503e-10,,7.165118535848503e-10,False,False,-9.144776620474023,0.0066656975822902,5.554088127e-315,1.73e-322,1.7762473292214522e-18,2329.5520847223984,0.0099282214670324,0.3125032340900436,1.1459893474926697,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K7p5
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,8.0,7.999999999999969,7.999999999999968,12.088778264806988,7.2,7.199999999999972,7.199999999999972,10.87990043832629,10.87990043832629,18465.607108172877,1056.0780490077368,50,0.00025000000000000066,1.3538682943673738e-08,,1.3538682943673738e-08,False,False,-7.868423582188234,0.0058735323845242,4.06648353e-316,1.8e-322,1.8097930524493946e-18,1492.9041077417144,0.013488353934651,0.2890674888411481,1.0954668289728826,-3.3306690738754696e-16,1.0,4999.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K8
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,8.5,8.499999999999972,8.499999999999973,12.845484633741735,7.65,7.649999999999975,7.649999999999976,11.560936170367562,11.560936170367563,1173.6286951954564,82.37615262426972,50,0.00025000000000000066,2.1301455990590417e-07,,2.1301455990590417e-07,False,False,-6.67159071078341,0.0050488112344158,3.5808905e-317,2.3e-322,2.334474878062192e-18,1220.269443895342,0.0177928855499869,0.2677082291953248,1.046427533971365,0.0,1.0,4999.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K8p5
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,9.0,9.0011646125785,9.00120975926059,13.58017874731622,8.1,8.101048151320649,8.10108878333453,12.222160872584597,12.2221608725846,90.88445639720013,7.628366496653737,50,0.00025000000000000066,2.750745395971829e-06,,2.750745395971829e-06,False,False,-5.560549605263378,0.0038860846902837,3.89946e-318,3.16e-322,3.1936125892423687e-18,1075.057063914673,0.0229818885369762,0.2485855360108102,0.9998950298636248,-7.771561172376097e-16,1.0,4999.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K9
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,9.5,9.504054944185846,9.504270221420372,14.281578241406798,8.55,8.553649449767262,8.553843199278335,12.853420417266118,12.853420417266118,8.924153434616677,0.8665712988216409,50,0.00025000000000000066,2.8013861688017805e-05,,2.8013861688017805e-05,False,True,-4.5526270199091154,0.0014957657902663,6.0191e-319,4.4e-322,4.4357249462042695e-18,983.751897994096,0.0296558503200891,0.231700805745966,0.9565732900302047,-5.551115123125784e-16,1.0,4999.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K9p5
steep_cleavage_case35,35,Steep cleavage/ceramic-like control,10.0,10.00686101095022,10.008096146765247,14.97222705112704,9.0,9.006174909855197,9.007286532088722,13.475004346014337,13.475004346014336,1.3158100517522242,0.1296487602065022,50,0.00025000000000000066,0.0001899970285734,,0.0001899970285734,False,True,-3.7212531910696276,0.0083144378950823,2.07567e-319,6.13e-322,6.2296384332687315e-18,918.6700731729316,0.037203423917608,0.2162866769175842,0.9150477534110704,4.440892098500626e-16,1.0,5000.0,runs/v8_material_response_production_2d/steep_cleavage_case35/v8_2d_K10
