surface_id,fracture_context,temperature_K,Kc_first_MPa_sqrtm,DeltaK_th_MPa_sqrtm
EXP_01355,ctx_FCC_like_case29,300.0,5.3,4.818915932726737
EXP_01355,ctx_FCC_like_case29,500.0,0.9,0.6742135767566202
EXP_01357,ctx_FCC_like_case29,100.0,17.8,16.500716326743614
EXP_01357,ctx_FCC_like_case29,300.0,6.4,5.958092980683007
EXP_01357,ctx_FCC_like_case29,500.0,0.9,0.6797014339882554
EXP_01402,ctx_FCC_like_case29,300.0,6.6,6.108804043772781
EXP_01402,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_01558,ctx_FCC_like_case29,300.0,6.6,6.108804043781251
EXP_01558,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_01559,ctx_FCC_like_case29,300.0,6.6,6.109740263312878
EXP_01559,ctx_FCC_like_case29,500.0,0.9,0.6792779413155879
EXP_01622,ctx_FCC_like_case29,300.0,6.6,6.107234498900451
EXP_01622,ctx_FCC_like_case29,500.0,0.9,0.6792156446806427
EXP_01625,ctx_FCC_like_case29,300.0,6.6,6.108804043779784
EXP_01625,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_01666,ctx_FCC_like_case29,300.0,6.6,6.10880473951128
EXP_01666,ctx_FCC_like_case29,500.0,0.9,0.6792799720863754
EXP_01779,ctx_FCC_like_case29,300.0,5.3,4.835805966067644
EXP_01779,ctx_FCC_like_case29,500.0,0.9,0.6797040334406413
EXP_01826,ctx_FCC_like_case29,300.0,6.6,6.109539697533594
EXP_01826,ctx_FCC_like_case29,500.0,0.9,0.6792779514355698
EXP_01846,ctx_FCC_like_case29,100.0,14.2,13.186057592413908
EXP_01846,ctx_FCC_like_case29,300.0,5.2,4.714889054685393
EXP_01846,ctx_FCC_like_case29,500.0,0.9,0.6672353540608935
EXP_01854,ctx_FCC_like_case29,300.0,6.6,6.106735231512866
EXP_01854,ctx_FCC_like_case29,500.0,0.9,0.6783415032834942
EXP_01870,ctx_FCC_like_case29,100.0,14.5,13.311500859660208
EXP_01870,ctx_FCC_like_case29,300.0,5.0,4.6529027321087675
EXP_01870,ctx_FCC_like_case29,500.0,0.9,0.6886271808844034
EXP_01909,ctx_FCC_like_case29,300.0,6.6,6.109015058811552
EXP_01909,ctx_FCC_like_case29,500.0,0.9,0.6792779514178673
EXP_01979,ctx_FCC_like_case29,300.0,5.7,5.254906517317129
EXP_01979,ctx_FCC_like_case29,500.0,0.9,0.6797041955140745
EXP_02004,ctx_FCC_like_case29,100.0,14.7,13.738390584623131
EXP_02004,ctx_FCC_like_case29,300.0,5.3,4.956214794687361
EXP_02004,ctx_FCC_like_case29,500.0,0.9,0.6761571003840429
EXP_02071,ctx_FCC_like_case29,300.0,6.5,6.065567392036681
EXP_02116,ctx_FCC_like_case29,300.0,6.6,6.108804043781252
EXP_02116,ctx_FCC_like_case29,500.0,0.9,0.6792779514355698
EXP_02165,ctx_FCC_like_case29,100.0,17.9,16.532006462973392
EXP_02165,ctx_FCC_like_case29,300.0,6.5,5.975434873288216
EXP_02165,ctx_FCC_like_case29,500.0,0.9,0.6797021109204578
EXP_02210,ctx_FCC_like_case29,300.0,6.6,6.108804043781108
EXP_02210,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_02254,ctx_FCC_like_case29,300.0,6.6,6.108804828045606
EXP_02254,ctx_FCC_like_case29,500.0,0.9,0.6792799720863757
EXP_02262,ctx_FCC_like_case29,100.0,14.6,13.260531958235102
EXP_02262,ctx_FCC_like_case29,300.0,5.3,4.827948681640165
EXP_02262,ctx_FCC_like_case29,500.0,0.9,0.676404368554821
EXP_02297,ctx_FCC_like_case29,100.0,17.1,16.856528708097375
EXP_02297,ctx_FCC_like_case29,300.0,6.6,6.10974874951441
EXP_02297,ctx_FCC_like_case29,500.0,0.9,0.6792779514355098
EXP_02314,ctx_FCC_like_case29,100.0,17.6,16.008111753304792
EXP_02314,ctx_FCC_like_case29,300.0,5.8,5.351560271292387
EXP_02325,ctx_FCC_like_case29,300.0,6.6,6.104769663604043
EXP_02325,ctx_FCC_like_case29,500.0,0.9,0.679407247842654
EXP_02344,ctx_FCC_like_case29,100.0,13.7,12.858273875506413
EXP_02344,ctx_FCC_like_case29,300.0,3.1,3.459650706236504
EXP_02346,ctx_FCC_like_case29,100.0,14.5,13.389648768989575
EXP_02346,ctx_FCC_like_case29,300.0,5.3,4.872795027651711
EXP_02346,ctx_FCC_like_case29,500.0,0.9,0.6758726611820973
EXP_02366,ctx_FCC_like_case29,300.0,6.6,6.10880404378082
EXP_02366,ctx_FCC_like_case29,500.0,0.9,0.6792771934199147
EXP_02390,ctx_FCC_like_case29,300.0,6.6,6.10880404378124
EXP_02390,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_02458,ctx_FCC_like_case29,300.0,6.6,6.109683477201868
EXP_02458,ctx_FCC_like_case29,500.0,0.9,0.6792779514355698
EXP_02503,ctx_FCC_like_case29,300.0,6.6,6.109389098770796
EXP_02503,ctx_FCC_like_case29,500.0,0.9,0.6792779487502126
EXP_02548,ctx_FCC_like_case29,300.0,6.6,6.10880482730646
EXP_02548,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_02620,ctx_FCC_like_case29,300.0,6.1,5.88241702598124
EXP_02620,ctx_FCC_like_case29,500.0,0.9,0.6793835937343969
EXP_02650,ctx_FCC_like_case29,100.0,17.6,16.29347664459724
EXP_02650,ctx_FCC_like_case29,300.0,6.2,5.757804290972953
EXP_02650,ctx_FCC_like_case29,500.0,0.9,0.6792779514304428
EXP_02666,ctx_FCC_like_case29,300.0,6.6,6.108804812604757
EXP_02666,ctx_FCC_like_case29,500.0,0.9,0.6792779514134436
EXP_02690,ctx_FCC_like_case29,100.0,16.1,14.740006304835257
EXP_02690,ctx_FCC_like_case29,300.0,6.3,5.80161932166245
EXP_02690,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_02694,ctx_FCC_like_case29,100.0,18.9,17.525300365636408
EXP_02694,ctx_FCC_like_case29,300.0,6.6,6.10972217302015
EXP_02694,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_02702,ctx_FCC_like_case29,300.0,6.6,6.108804043724494
EXP_02702,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_02713,ctx_FCC_like_case29,300.0,6.6,6.108804043780733
EXP_02713,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_02728,ctx_FCC_like_case29,300.0,6.5,6.011430702081913
EXP_02728,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_02786,ctx_FCC_like_case29,100.0,17.8,16.74073526551673
EXP_02786,ctx_FCC_like_case29,300.0,6.6,6.073259457570816
EXP_02786,ctx_FCC_like_case29,500.0,0.9,0.679277951434697
EXP_02829,ctx_FCC_like_case29,300.0,6.6,6.10975519387293
EXP_02829,ctx_FCC_like_case29,500.0,0.9,0.6792779514354901
EXP_02993,ctx_FCC_like_case29,300.0,6.6,6.108804776944189
EXP_02993,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_03024,ctx_FCC_like_case29,100.0,15.6,14.175646434295915
EXP_03024,ctx_FCC_like_case29,300.0,5.7,5.219613642710716
EXP_03024,ctx_FCC_like_case29,500.0,0.9,0.6797041985927312
EXP_03146,ctx_FCC_like_case29,100.0,18.0,16.656846505473492
EXP_03146,ctx_FCC_like_case29,300.0,6.6,6.1094185089296715
EXP_03146,ctx_FCC_like_case29,500.0,0.9,0.6792779514336241
EXP_03155,ctx_FCC_like_case29,100.0,15.3,14.253372656808466
EXP_03155,ctx_FCC_like_case29,300.0,5.2,4.849720151354867
EXP_03155,ctx_FCC_like_case29,500.0,0.9,0.6650322131927467
EXP_03198,ctx_FCC_like_case29,100.0,15.0,13.906072955784232
EXP_03198,ctx_FCC_like_case29,300.0,6.5,6.017929117486054
EXP_03198,ctx_FCC_like_case29,500.0,0.9,0.6792779514355698
EXP_03210,ctx_FCC_like_case29,300.0,6.6,6.109661737182957
EXP_03210,ctx_FCC_like_case29,500.0,0.9,0.6792779487282324
EXP_03214,ctx_FCC_like_case29,100.0,17.8,16.426791279039346
EXP_03214,ctx_FCC_like_case29,300.0,6.6,6.106339382152024
EXP_03214,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_03268,ctx_FCC_like_case29,300.0,6.6,6.108804043680067
EXP_03268,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_03269,ctx_FCC_like_case29,100.0,14.8,13.519183950396291
EXP_03269,ctx_FCC_like_case29,300.0,5.3,4.828437700069595
EXP_03269,ctx_FCC_like_case29,500.0,0.9,0.6753904157511083
EXP_03464,ctx_FCC_like_case29,100.0,16.6,15.552990443879064
EXP_03464,ctx_FCC_like_case29,300.0,6.6,6.108804038309513
EXP_03464,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_03487,ctx_FCC_like_case29,300.0,6.2,5.774270918341225
EXP_03487,ctx_FCC_like_case29,500.0,0.9,0.6797042151921504
EXP_03492,ctx_FCC_like_case29,300.0,5.6,5.079703621378698
EXP_03492,ctx_FCC_like_case29,500.0,0.9,0.6792779507312809
EXP_03504,ctx_FCC_like_case29,300.0,5.9,5.516891982321434
EXP_03504,ctx_FCC_like_case29,500.0,0.9,0.6797031335275265
EXP_03568,ctx_FCC_like_case29,300.0,5.4,5.199025036062192
EXP_03568,ctx_FCC_like_case29,500.0,0.9,0.6797038476102026
EXP_03599,ctx_FCC_like_case29,300.0,3.8,4.399424820220104
EXP_03606,ctx_FCC_like_case29,100.0,9.7,12.291237394113583
EXP_03606,ctx_FCC_like_case29,300.0,2.7,2.939838899486849
EXP_03626,ctx_FCC_like_case29,100.0,19.6,18.23070314489724
EXP_03626,ctx_FCC_like_case29,300.0,6.4,5.96870583028174
EXP_03626,ctx_FCC_like_case29,500.0,0.9,0.6797038234936907
EXP_03634,ctx_FCC_like_case29,300.0,6.6,6.108804043780856
EXP_03634,ctx_FCC_like_case29,500.0,0.9,0.6792771934199147
EXP_03642,ctx_FCC_like_case29,300.0,6.6,6.10161555527137
EXP_03642,ctx_FCC_like_case29,500.0,0.9,0.6796828042797668
EXP_03754,ctx_FCC_like_case29,100.0,4.4,5.42750522246236
EXP_03754,ctx_FCC_like_case29,300.0,6.6,6.108804043717173
EXP_03754,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_03767,ctx_FCC_like_case29,300.0,6.6,6.108804043781251
EXP_03767,ctx_FCC_like_case29,500.0,0.9,0.6792771934199143
EXP_00012,ctx_shifted_ductile_case64,100.0,11.0,13.992139275855893
EXP_00012,ctx_shifted_ductile_case64,300.0,6.0,5.023138029844648
EXP_00017,ctx_shifted_ductile_case64,300.0,7.7,7.14864341390208
EXP_00017,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00059,ctx_shifted_ductile_case64,100.0,18.4,16.796139933794432
EXP_00059,ctx_shifted_ductile_case64,300.0,6.7,6.182221658667999
EXP_00059,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00129,ctx_shifted_ductile_case64,300.0,7.7,7.148643368986464
EXP_00129,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_00269,ctx_shifted_ductile_case64,100.0,16.4,14.85648858640192
EXP_00269,ctx_shifted_ductile_case64,300.0,6.0,5.037797956720802
EXP_00294,ctx_shifted_ductile_case64,100.0,18.7,17.253517187209685
EXP_00294,ctx_shifted_ductile_case64,300.0,6.6,6.220256731141901
EXP_00294,ctx_shifted_ductile_case64,500.0,1.0,0.814500002257169
EXP_00347,ctx_shifted_ductile_case64,100.0,16.7,15.301089846923569
EXP_00347,ctx_shifted_ductile_case64,300.0,6.2,5.726466145800204
EXP_00347,ctx_shifted_ductile_case64,500.0,1.3,0.966643661181222
EXP_00378,ctx_shifted_ductile_case64,100.0,16.9,15.38711812685096
EXP_00378,ctx_shifted_ductile_case64,300.0,6.6,6.020426361812616
EXP_00378,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00383,ctx_shifted_ductile_case64,100.0,10.9,9.817922275614636
EXP_00383,ctx_shifted_ductile_case64,300.0,7.7,7.148643413609513
EXP_00383,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_00444,ctx_shifted_ductile_case64,100.0,10.9,9.803192441138446
EXP_00444,ctx_shifted_ductile_case64,300.0,7.2,6.706156697984505
EXP_00444,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_00454,ctx_shifted_ductile_case64,100.0,16.4,15.39394520752501
EXP_00454,ctx_shifted_ductile_case64,300.0,5.5,5.631244449127266
EXP_00454,ctx_shifted_ductile_case64,500.0,2.3,1.02395075
EXP_00465,ctx_shifted_ductile_case64,100.0,19.0,17.487058767732236
EXP_00465,ctx_shifted_ductile_case64,300.0,7.5,6.994622903901469
EXP_00465,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_00483,ctx_shifted_ductile_case64,100.0,17.8,16.411398747177024
EXP_00483,ctx_shifted_ductile_case64,300.0,6.6,6.13365354779893
EXP_00483,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00497,ctx_shifted_ductile_case64,100.0,16.9,15.333169458481134
EXP_00497,ctx_shifted_ductile_case64,300.0,6.7,6.1798374493416635
EXP_00497,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_00511,ctx_shifted_ductile_case64,100.0,10.9,9.891007127831749
EXP_00511,ctx_shifted_ductile_case64,300.0,7.7,7.149781740263566
EXP_00511,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00534,ctx_shifted_ductile_case64,300.0,7.7,7.1480736256833355
EXP_00534,ctx_shifted_ductile_case64,500.0,1.4,0.970187329805788
EXP_00542,ctx_shifted_ductile_case64,300.0,7.7,7.14864341390208
EXP_00542,ctx_shifted_ductile_case64,500.0,1.0,0.8216931946656667
EXP_00558,ctx_shifted_ductile_case64,100.0,18.1,16.70069188350963
EXP_00558,ctx_shifted_ductile_case64,300.0,6.6,6.14708731016378
EXP_00558,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00559,ctx_shifted_ductile_case64,100.0,20.5,19.4104949871278
EXP_00559,ctx_shifted_ductile_case64,300.0,6.7,6.314744298315359
EXP_00559,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00575,ctx_shifted_ductile_case64,300.0,7.7,7.148643413475339
EXP_00575,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00634,ctx_shifted_ductile_case64,300.0,7.7,7.14864341390208
EXP_00634,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_00721,ctx_shifted_ductile_case64,300.0,7.7,7.149820219830268
EXP_00721,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00726,ctx_shifted_ductile_case64,100.0,19.8,18.414359401173492
EXP_00726,ctx_shifted_ductile_case64,300.0,7.6,7.105966055069143
EXP_00726,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00760,ctx_shifted_ductile_case64,100.0,10.9,9.779634853258278
EXP_00760,ctx_shifted_ductile_case64,300.0,6.8,6.378929453608396
EXP_00760,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00772,ctx_shifted_ductile_case64,300.0,7.7,7.148643413901599
EXP_00772,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_00823,ctx_shifted_ductile_case64,100.0,21.5,19.648190537915053
EXP_00823,ctx_shifted_ductile_case64,300.0,7.5,6.995631940794296
EXP_00823,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_00884,ctx_shifted_ductile_case64,100.0,10.9,9.852297368710342
EXP_00884,ctx_shifted_ductile_case64,300.0,7.0,6.455856802966116
EXP_00884,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_00995,ctx_shifted_ductile_case64,300.0,7.7,7.148643412213315
EXP_00995,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_01078,ctx_shifted_ductile_case64,100.0,19.9,18.37618601508635
EXP_01078,ctx_shifted_ductile_case64,300.0,7.0,6.543583711918502
EXP_01078,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_01163,ctx_shifted_ductile_case64,100.0,10.9,9.901049436992208
EXP_01163,ctx_shifted_ductile_case64,300.0,7.7,7.1486434139020005
EXP_01163,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_01271,ctx_shifted_ductile_case64,100.0,17.7,16.39081550071108
EXP_01271,ctx_shifted_ductile_case64,300.0,6.8,6.374865508479833
EXP_01271,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_01336,ctx_shifted_ductile_case64,100.0,16.5,15.059204410188404
EXP_01336,ctx_shifted_ductile_case64,300.0,6.3,5.780467103083751
EXP_01336,ctx_shifted_ductile_case64,500.0,1.1,0.83233043700895
EXP_01355,ctx_shifted_ductile_case64,100.0,16.9,15.393640432740677
EXP_01355,ctx_shifted_ductile_case64,300.0,6.3,5.79843613612397
EXP_01355,ctx_shifted_ductile_case64,500.0,1.1,0.829975219981625
EXP_01357,ctx_shifted_ductile_case64,100.0,19.7,18.284063598748347
EXP_01357,ctx_shifted_ductile_case64,300.0,7.3,6.830210599922389
EXP_01357,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_01402,ctx_shifted_ductile_case64,300.0,7.7,7.14864341389147
EXP_01402,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_01558,ctx_shifted_ductile_case64,300.0,7.7,7.14864341390208
EXP_01558,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_01559,ctx_shifted_ductile_case64,300.0,7.7,7.149818224645783
EXP_01559,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_01622,ctx_shifted_ductile_case64,300.0,7.7,7.133384572989542
EXP_01622,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_01625,ctx_shifted_ductile_case64,300.0,7.7,7.148643413690207
EXP_01625,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_01666,ctx_shifted_ductile_case64,300.0,7.7,7.148643335303244
EXP_01666,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_01779,ctx_shifted_ductile_case64,100.0,10.9,9.803192441138442
EXP_01779,ctx_shifted_ductile_case64,300.0,6.3,5.802410022944282
EXP_01779,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_01826,ctx_shifted_ductile_case64,300.0,7.7,7.148643413901732
EXP_01826,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_01846,ctx_shifted_ductile_case64,100.0,16.4,15.177766840040222
EXP_01846,ctx_shifted_ductile_case64,300.0,6.2,5.741374208647659
EXP_01846,ctx_shifted_ductile_case64,500.0,1.1,0.8910954686555321
EXP_01854,ctx_shifted_ductile_case64,300.0,7.6,7.131821869247946
EXP_01854,ctx_shifted_ductile_case64,500.0,1.0,0.8057388640634537
EXP_01870,ctx_shifted_ductile_case64,100.0,16.6,15.29166876801119
EXP_01870,ctx_shifted_ductile_case64,300.0,6.2,5.686185496041427
EXP_01870,ctx_shifted_ductile_case64,500.0,1.5,0.9892521562906852
EXP_01909,ctx_shifted_ductile_case64,300.0,7.7,7.149823401549588
EXP_01909,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_01979,ctx_shifted_ductile_case64,100.0,10.9,9.80319705594408
EXP_01979,ctx_shifted_ductile_case64,300.0,6.7,6.153412808984453
EXP_01979,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_02004,ctx_shifted_ductile_case64,100.0,16.9,15.72392040805932
EXP_02004,ctx_shifted_ductile_case64,300.0,6.4,5.935102958884661
EXP_02004,ctx_shifted_ductile_case64,500.0,1.0,0.8170807457468979
EXP_02066,ctx_shifted_ductile_case64,300.0,6.0,5.041770435797837
EXP_02071,ctx_shifted_ductile_case64,300.0,7.4,7.027048714228143
EXP_02116,ctx_shifted_ductile_case64,300.0,7.7,7.14864341390208
EXP_02116,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_02165,ctx_shifted_ductile_case64,100.0,19.9,18.285039281873143
EXP_02165,ctx_shifted_ductile_case64,300.0,7.3,6.7949914443112425
EXP_02165,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_02210,ctx_shifted_ductile_case64,100.0,10.9,9.803589947742338
EXP_02210,ctx_shifted_ductile_case64,300.0,7.7,7.1486434139008725
EXP_02210,ctx_shifted_ductile_case64,500.0,1.0,0.7986500000000001
EXP_02254,ctx_shifted_ductile_case64,300.0,7.7,7.148643413554468
EXP_02254,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_02262,ctx_shifted_ductile_case64,100.0,16.8,15.178902703987516
EXP_02262,ctx_shifted_ductile_case64,300.0,6.4,5.80824855952414
EXP_02262,ctx_shifted_ductile_case64,500.0,1.0,0.818852208442409
EXP_02297,ctx_shifted_ductile_case64,100.0,19.2,18.741724734008844
EXP_02297,ctx_shifted_ductile_case64,300.0,7.7,7.149819102676897
EXP_02297,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_02314,ctx_shifted_ductile_case64,100.0,19.5,17.792420593350855
EXP_02314,ctx_shifted_ductile_case64,300.0,6.7,6.245945512751401
EXP_02325,ctx_shifted_ductile_case64,300.0,7.7,7.120451295684802
EXP_02325,ctx_shifted_ductile_case64,500.0,1.0,0.8027000000000001
EXP_02344,ctx_shifted_ductile_case64,100.0,16.3,14.981971141110506
EXP_02344,ctx_shifted_ductile_case64,300.0,6.9,5.199051074683494
EXP_02346,ctx_shifted_ductile_case64,100.0,16.7,15.374648007800536
