attempt_count,bridge_element_audit,case_id,cavity_area_m2,cavity_boundary_components,cavity_perimeter_m,cavity_traction_l2_normalized,compliance_m2_per_N,conditioning,crack_free_surface_components,crack_graph_length_m,energy_reaction_identity,error,failure_classification,family,free_residual_norm_N_per_m,geometry_fingerprint,hoop_stress_concentration,initial_error,internal_boundary_components,ligament_ratio,mesh_elements,mesh_fingerprint,mesh_maximum_aspect_ratio,mesh_minimum_quality,mesh_nodes,no_solid_inside_void,offset_ratio,opening_scale,reaction_bottom_N_per_m,reaction_top_N_per_m,recovery,resolution,segments,sigma_xx_max_Pa,sigma_xx_min_Pa,sigma_xy_abs_max_Pa,sigma_yy_max_Pa,sigma_yy_min_Pa,status,stored_energy_J_per_m,support_cavity_overlap,symmetry_error,theta_deg,topology_classification,v12_support_certified,v12_support_elements,wall_seconds
2,,STATIC-0111,,,,,,,,,,RuntimeError: v12_support_not_certified: CERTIFICATE_ARC_TOO_SHORT; junction_detail=(),OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,convergence,,,,RuntimeError: v12_support_not_certified: CERTIFICATE_ARC_TOO_SHORT; junction_detail=(),,8.0,,,,,,,1.0,1.0,,,one_local_mesh_refinement_failed,10,,,,,,,OUTSIDE_ENVELOPE,,,,0.0,,,,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
2,,STATIC-0112,,,,,,,,,,RuntimeError: v12_support_not_certified: CERTIFICATE_ARC_TOO_SHORT; junction_detail=(),OUTSIDE_DEMONSTRATED_GEOMETRY_ENVELOPE,convergence,,,,RuntimeError: v12_support_not_certified: CERTIFICATE_ARC_TOO_SHORT; junction_detail=(),,8.0,,,,,,,1.0,1.0,,,one_local_mesh_refinement_failed,14,,,,,,,OUTSIDE_ENVELOPE,,,,0.0,,,,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0113,7.870170682461845e-09,1,0.0003148068272984739,0.3016120055449184,5.958116848257296e-12,SOLVED,1,0.00024775355496642126,FINITE,,,convergence,7.855615036685388e-10,a6144b12f2b44d68e0ac358ff24b03469b5b2baf728ee8f4758ab81787eb352c,3.8440996107114613,,1,8.0,1600,e6d079fd3ef895742c0ab39e073e90fe8ce4375ec6da6c4948e47ed67adb833f,4.389922704033078,0.2635991770262097,840,True,1.0,1.0,-67135.3063706699,67135.30637066928,,20,,41528327.69179114,-69682102.26402083,69589015.76570891,254661276.40579194,-5241341.844403914,PASS,0.013427061274133928,0,9.32046621437853e-15,0.0,ONE_CRACK_ONE_VOID,True,48,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0114,7.879312268573131e-09,1,0.00031517249074292553,1.112985710639546,1.032614536556253e-11,SOLVED,1,0.0005925793610996402,FINITE,,,convergence,4.4828512441381505e-10,4981d6c197816438394ef9758af2b10642d7123703e0eabe6187457222278a50,8.61117235992014,,1,1.0,640,b0b08084cbf3924578685c1a7e25677bcc4e313cf4dbccc299e3264e09a78e26,3.229131341006545,0.337346770538999,352,True,0.0,1.0,-38736.6229933186,38736.62299331862,,10,,53864003.09529248,-16845437.09833309,69593799.84600195,335412120.58821005,-10255916.247592602,PASS,0.007747324598663746,0,5.634944699829719e-16,0.0,ONE_CRACK_ONE_VOID,True,64,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0115,7.879312268573131e-09,1,0.00031517249074292553,1.022664472167202,1.1024712300180287e-11,SOLVED,1,0.000612629038730831,FINITE,,,convergence,6.090453650393422e-10,bbd67442640f93fcda3ec512740ec7595c658ebc19452173be86ac91888bf980,11.532383477106343,,1,1.0,896,038ae58a2ffeb6dc16d9508ea6022e40128d08665fbaf76900cab13b95aa5716,3.9584238330341157,0.2863601630247789,480,True,0.0,1.0,-36282.12592844386,36282.12592844339,,14,,76635628.73827794,-20611805.158056375,86901507.66614904,420012986.3749666,-13085787.819606218,PASS,0.007256425185688826,0,1.283445430474855e-14,0.0,ONE_CRACK_ONE_VOID,True,96,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0116,7.870170682461859e-09,1,0.0003148068272984739,0.5669376507495849,9.919979821692278e-12,SOLVED,1,0.0005926589957491831,FINITE,,,convergence,8.466509838919881e-10,8d4f5b3036b4d9a535fce90feb7ca0cd563df6c39466117b5d0939c4d306a61c,8.453728191918024,,1,1.0,1600,274f6c31682638a962b97f2dc838334d7d599baae1324cdd87a1edb9f13a05d8,4.389922704033078,0.26359917702620966,840,True,0.0,1.0,-40322.66266563487,40322.66266563462,,20,,97762703.6227406,-22810860.98498221,99512945.91199848,365143924.50303096,-9444587.876054134,PASS,0.008064532533126945,0,6.13507498087597e-15,0.0,ONE_CRACK_ONE_VOID,True,128,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0117,7.879312268573131e-09,1,0.00031517249074292553,0.7539303846076378,8.42542249590856e-12,SOLVED,1,0.0004385866981822995,FINITE,,,convergence,3.4378241545303543e-10,3b67a59800c2389fa19edd558827eacd93cd0607991d40041cc5a62db42e8697,5.282013758471038,,1,4.0,640,15d200b0091d51c126e144b382e62d9975c1dd6c772922aaace44152a236568c,3.229131341006545,0.337346770538999,352,True,0.0,1.0,-47475.36401815363,47475.3640181537,,10,,45652162.389577165,-35586818.41035574,55478643.01858543,251394121.22041726,-5328814.652568381,PASS,0.009495072803630721,0,1.3793178816409098e-15,0.0,ONE_CRACK_ONE_VOID,True,48,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0118,7.879312268573131e-09,1,0.00031517249074292553,0.5551427999951675,8.20920084327906e-12,SOLVED,1,0.0004385866981822995,FINITE,,,convergence,5.379835643272585e-10,1a3a83eb726f9d069fd9107d86b320a45cedee80a88c520cae38a7aaaf14ae04,5.249469401675972,,1,4.0,896,e5e39cfa5e2cd8dffadcdff9d4006a39f8faa7e909a67f36bb2af977495f8749,3.9584238330341157,0.2863601630247789,480,True,0.0,1.0,-48725.814806624614,48725.81480662436,,14,,38902320.47145817,-46102614.788019136,62318231.431855924,254989637.13240665,-6351569.845315628,PASS,0.00974516296132497,0,5.226357270926512e-15,0.0,ONE_CRACK_ONE_VOID,True,64,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0119,7.870170682461859e-09,1,0.0003148068272984739,0.35912167389990257,7.349357201287506e-12,SOLVED,1,0.0004386456383012047,FINITE,,,convergence,8.878369830779429e-10,460a98345c6e7e0bbf7d05da406b4d3e89646ec21ceb520c6933e14159dd353e,4.696502783754333,,1,4.0,1600,60a1b7cf7581eb04fb9105a87489f63bc1f1814266cd8d1459f2f767c2ccdef7,4.389922704033078,0.26359917702620966,840,True,0.0,1.0,-54426.52861258709,54426.52861258743,,20,,48833791.77379383,-51480448.83783246,68382704.5621736,252307004.9351903,-10674795.497578137,PASS,0.01088530572251747,0,6.2831493498472415e-15,0.0,ONE_CRACK_ONE_VOID,True,80,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0142,7.879312268573131e-09,1,0.00031517249074292553,0.6696741364902824,9.879380568694395e-12,SOLVED,1,0.0005444261965283752,FINITE,,,kirsch,7.47177567249788e-10,80d667aa659c97b2e037770bd2cdc7147c2e8ace1521e15f924d54c693632449,7.749219225412033,,1,2.0,1024,c6eb02473d5dfa05a2599f002a7df810e78d31cb8b69a52da6601183c57c9055,4.42027925806725,0.26307284906654793,544,True,0.0,1.0,-40488.36839705443,40488.36839705445,,16,32,62232438.60033407,-28671136.670827273,76822529.2901681,312549969.0111057,-12781303.080774214,PASS,0.00809767367941083,0,5.391146570415583e-16,0.0,ONE_CRACK_ONE_VOID,True,96,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0143,7.86029596311476e-09,1,0.0003144118385245905,0.6423389221827912,9.192541073837525e-12,SOLVED,1,0.0005445783815931837,FINITE,,,kirsch,7.70760821909604e-10,8513f22e33f67d50b1e5795c512dbd59dfb10ae118e9ff1178ad90572aea8f41,6.529723478284085,,1,2.0,2048,83b18221cd4ffed6da1f42ff01ef2b2155a029a27bb0f54bb53a503dc2ea0723,3.578183611772547,0.3250396468941876,1088,True,0.0,1.0,-43513.53959553428,43513.5395955338,,16,64,88890617.24112903,-23695971.600962024,76965348.8026503,389704865.21057487,-18372281.370955095,PASS,0.008702707919106746,0,1.1035948971280536e-14,0.0,ONE_CRACK_ONE_VOID,True,96,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0144,7.855559074856142e-09,1,0.0003142223629942456,0.6978783284653269,8.944673242380797e-12,SOLVED,1,0.0005446162845990509,FINITE,,,kirsch,1.4631788441204804e-09,1e0d7bd5a08d68cbaf9c2fc47c0e69b035f99816a8aaa8a6fa9459401cbda370,6.201580663569804,,1,2.0,4096,702101510941c1fe47eb26763d050b2f229de5056d654ba2c21ced5fb7edd27a,7.004319888061067,0.24465716252313488,2176,True,0.0,1.0,-44719.35297812466,44719.35297812313,,16,128,124525208.64986318,-29867541.142123535,87023329.40021648,498566176.83293194,-19957372.834803347,PASS,0.008943870595624723,0,3.4330260935209454e-14,0.0,ONE_CRACK_ONE_VOID,True,96,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
,PASS,STATIC-0145,7.85437592292243e-09,1,0.00031417503691689666,0.7250102394436266,8.835649068259035e-12,SOLVED,1,0.0005446257514312949,FINITE,,,kirsch,3.8129089843552335e-09,42ce365dd1f50b012e807a9965c737ebb4acfc1f041500a41021c636d7a1c9ea,6.175811425162335,,1,2.0,8192,eb1bc1d5d8f7f19b1e8ea54bf438c01e1bd39ba01e569201143b69c4e2c42efb,14.160678501567032,0.12199898360293077,4352,True,0.0,1.0,-45271.15064324617,45271.15064324476,,16,256,212251447.97524422,-36068371.55723994,96498385.89093515,584809309.81557,-23047137.956040174,PASS,0.00905423012864906,0,3.117958693550923e-14,0.0,ONE_CRACK_ONE_VOID,True,96,NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
