accepted_crack_events,birth_hits,case_id,downstream_status,embryo_outcome,integrated_birth_hazard,ligament_status,maximum_subgrid_radius_m,promotion_status,seed,solver_failure,status,terminal_classification,thresholds,wall_seconds
0,2,SEED-010,False,STABLE_SUBGRID_VOID,1.4264359831909135,False,0.0,False,3610,,PASS,STABLE_SUBGRID_VOID,"[1.4264359831909135, 0.4923408408490561, 0.47524909669092874]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-011,False,STABLE_SUBGRID_VOID,0.2374182110218304,False,0.0,False,3611,,PASS,STABLE_SUBGRID_VOID,"[0.2374182110218304, 0.16013390025820362, 0.7944068867645069]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-012,False,STABLE_SUBGRID_VOID,0.5215366773555133,False,0.0,False,3612,,PASS,STABLE_SUBGRID_VOID,"[0.5215366773555133, 0.843381765592877, 0.028615363646873043]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-013,False,STABLE_SUBGRID_VOID,0.4836584021493867,False,0.0,False,3613,,PASS,STABLE_SUBGRID_VOID,"[0.4836584021493867, 1.8148727828320432, 0.543881304580933]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-014,False,STABLE_SUBGRID_VOID,0.3201934856073137,False,0.0,False,3614,,PASS,STABLE_SUBGRID_VOID,"[0.3201934856073137, 4.5993929972462615, 1.0755134540258784]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-015,False,STABLE_SUBGRID_VOID,0.9566334832668543,False,0.0,False,3615,,PASS,STABLE_SUBGRID_VOID,"[0.9566334832668543, 2.2313420267051103, 0.4020407359004729]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-016,False,STABLE_SUBGRID_VOID,0.4831875556903231,False,0.0,False,3616,,PASS,STABLE_SUBGRID_VOID,"[0.4831875556903231, 0.8236967015104577, 2.658975968862734]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-017,False,STABLE_SUBGRID_VOID,0.3715627615910119,False,0.0,False,3617,,PASS,STABLE_SUBGRID_VOID,"[0.3715627615910119, 0.2256045088673081, 0.7606116526103804]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-018,False,STABLE_SUBGRID_VOID,0.08528326990531755,False,0.0,False,3618,,PASS,STABLE_SUBGRID_VOID,"[0.08528326990531755, 0.15612577880302067, 0.47826403716035415]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-019,False,STABLE_SUBGRID_VOID,0.11453407083057753,False,0.0,False,3619,,PASS,STABLE_SUBGRID_VOID,"[0.11453407083057754, 0.738269085212389, 0.2664752056681698]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-020,False,STABLE_SUBGRID_VOID,1.0002800006005061,False,0.0,False,3620,,PASS,STABLE_SUBGRID_VOID,"[1.0002800006005061, 0.21121869727411957, 0.28413242816012396]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-021,False,STABLE_SUBGRID_VOID,0.20648298554288672,False,0.0,False,3621,,PASS,STABLE_SUBGRID_VOID,"[0.20648298554288672, 0.47222864329483355, 0.0722889158143623]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-022,False,STABLE_SUBGRID_VOID,1.9518173192841493,False,0.0,False,3622,,PASS,STABLE_SUBGRID_VOID,"[1.9518173192841493, 2.792672824150029, 0.37912824559301167]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-023,False,STABLE_SUBGRID_VOID,0.6507499199300447,False,0.0,False,3623,,PASS,STABLE_SUBGRID_VOID,"[0.6507499199300447, 0.8624361230902075, 0.29856526987232]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-024,False,STABLE_SUBGRID_VOID,0.8179207078950715,False,0.0,False,3624,,PASS,STABLE_SUBGRID_VOID,"[0.8179207078950715, 0.1016402039030837, 1.402976866998568]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-025,False,STABLE_SUBGRID_VOID,0.4340304585116475,False,0.0,False,3625,,PASS,STABLE_SUBGRID_VOID,"[0.4340304585116475, 0.577323090329024, 0.8950329037798574]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-026,False,STABLE_SUBGRID_VOID,1.114668178114745,False,0.0,False,3626,,PASS,STABLE_SUBGRID_VOID,"[1.114668178114745, 0.19798266197094763, 0.22113936082936844]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-027,False,STABLE_SUBGRID_VOID,0.5589947348417995,False,0.0,False,3627,,PASS,STABLE_SUBGRID_VOID,"[0.5589947348417995, 1.75148731724925, 1.1832651996289494]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-028,False,STABLE_SUBGRID_VOID,1.5369990432505993,False,0.0,False,3628,,PASS,STABLE_SUBGRID_VOID,"[1.5369990432505993, 0.939062020582665, 0.10432654024929654]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-029,False,STABLE_SUBGRID_VOID,0.611033330417108,False,0.0,False,3629,,PASS,STABLE_SUBGRID_VOID,"[0.611033330417108, 0.8427912130808114, 1.8709626990444481]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-030,False,STABLE_SUBGRID_VOID,0.7875290859576982,False,0.0,False,3630,,PASS,STABLE_SUBGRID_VOID,"[0.7875290859576982, 1.2560052006938744, 1.040220741481022]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
0,2,SEED-031,False,STABLE_SUBGRID_VOID,0.06739855540498929,False,0.0,False,3631,,PASS,STABLE_SUBGRID_VOID,"[0.06739855540498929, 0.24465050401275235, 0.22969575831034697]",NOT_INCLUDED_IN_DETERMINISTIC_AGGREGATE
