candidate_id,parent_id,temperature_K,Kmax_MPa_sqrt_m,exact_developed_da_dN,local_log_slope,cycle_integrated_hazard_ratio,event_size_m,censor,floor_occupancy,ceiling_occupancy,state_transmission_correction
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,750.0,12.0,4.410750392153142e-08,5.267226697103056,0.2879565522852704,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,750.0,12.75,6.070059810410951e-08,4.734000358817815,0.3333312608456565,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,750.0,13.5,7.95623907426241e-08,4.264177238687163,0.3716994361004194,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,750.0,15.0,1.2468834896640102e-07,3.7384103948725156,0.4308917826320197,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,750.0,16.5,1.780609634115896e-07,3.3409838192960133,0.47523942479459025,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,750.0,18.0,2.3813305815961188e-07,2.7817478006691996,0.510962670456728,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,750.0,19.5,2.9752201176635726e-07,2.5735483764246685,0.5409423559213486,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,750.0,21.0,3.600376692550081e-07,1.9949969714107205,0.5667509478524853,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,750.0,24.3,4.817311972548064e-07,1.9949969714107205,0.6132707156079112,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1200.0,12.0,7.425419470239528e-08,3.6735342202387473,0.484769710325484,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1200.0,12.75,9.277719752069553e-08,3.5610277593002393,0.5094766969883655,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1200.0,13.5,1.1372048954358686e-07,3.5030953559276505,0.5312791815564384,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1200.0,15.0,1.6448699752625548e-07,3.26544141735912,0.5684259689971144,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1200.0,16.5,2.245416769352412e-07,3.002648608236033,0.5992950691974699,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1200.0,18.0,2.915833568803623e-07,2.5197451859847,0.6256511038146821,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1200.0,19.5,3.567421138829902e-07,2.3610600798387513,0.6486139240405873,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1200.0,21.0,4.249563787064414e-07,1.8320723262500276,0.6689423107481836,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_059496,P25_TRANSFER_V1_RANK1,1200.0,24.3,5.552312255209456e-07,1.8320723262500276,0.7068403560813612,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,12.0,1.4615989000200054e-07,3.0282380301810257,0.9542072043397813,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,12.75,1.7561374363160615e-07,2.966156347708748,0.9643653014118503,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,13.5,2.0806025741754897e-07,2.9608410226397934,0.9720155419560534,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,15.0,2.842299159357153e-07,2.7746442224094006,0.9822275791613162,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,16.5,3.7027105315371557e-07,2.550416601129959,0.9882424476841036,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,18.0,4.6227066471060585e-07,2.0982552015435214,0.9918952670402429,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,19.5,5.468095673119932e-07,1.9647853992327782,0.9941867958810637,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,21.0,6.325168517084342e-07,1.4668274347994785,0.9956722750155358,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,300.0,24.3,7.835195914429224e-07,1.4668274347994785,0.9974641942960132,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,12.0,2.146788795225279e-12,12.69545393533668,1.4015345349342028e-05,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,12.75,4.634972359795142e-12,12.785575526106925,2.5452486942969433e-05,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,13.5,9.625669659209568e-12,12.830648022582752,4.496918645885212e-05,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,15.0,3.719882387886744e-11,12.457359736001834,0.00012854984179234643,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,16.5,1.2194746545209738e-10,11.801588366107337,0.0003254741647255448,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,18.0,3.4051623193864416e-10,10.746349679125476,0.000730646490453301,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,19.5,8.048289104832696e-10,9.906285989740894,0.0014633070150531355,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,21.0,1.6770045710391146e-09,8.222021552953645,0.002639845803235068,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,750.0,24.3,5.5680529010068965e-09,8.222021552953645,0.007088442281924757,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,12.0,3.125831609152187e-12,14.210413327561799,2.0407042184864834e-05,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,12.75,7.39793788031391e-12,14.287981424639808,4.062503563924405e-05,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,13.5,1.6741315593037267e-11,14.278648616699904,7.82120485247987e-05,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,15.0,7.536066337023087e-11,13.778706802259718,0.00026042762494738326,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,16.5,2.802091968205309e-10,12.945863226005313,0.0007478700270273597,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,18.0,8.643465961555018e-10,11.6835825027031,0.0018546305514448027,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,19.5,2.2020839041454354e-09,10.628600717074196,0.004003738909846972,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,21.0,4.840742834511456e-09,8.639838231257414,0.007620023747643822,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_026704,P25_TRANSFER_V1_RANK1,1200.0,24.3,1.7083043808972027e-08,8.639838231257414,0.021747668743878602,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,300.0,12.0,1.4666185198045102e-07,3.0152329276319527,0.9574842712295796,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,300.0,12.75,1.760779801991885e-07,2.9560211932003715,0.9669146100716675,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,300.0,13.5,2.084894517654534e-07,2.953672596131174,0.9740206513501343,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,300.0,15.0,2.846012041631125e-07,2.7700676115775495,0.9835106585147575,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,300.0,16.5,3.7059304946114436e-07,2.547401737742697,0.9891018462687037,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,300.0,18.0,4.6255131021076706e-07,2.096208889137634,0.9924974487588262,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,300.0,19.5,5.470519262804182e-07,1.9633567655015647,0.9946274430472353,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,300.0,21.0,6.327302054924683e-07,1.465958526819621,0.9960081244825636,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,300.0,24.3,7.836844862716378e-07,1.465958526819621,0.9976741146212539,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,750.0,12.0,4.4553239581222403e-10,24.677392385971,0.0029086654474423067,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,750.0,12.75,1.988881188845346e-09,22.227714251054078,0.01092174204301859,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,750.0,13.5,7.0856609246411455e-09,16.654190581968763,0.03310277815315715,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,750.0,15.0,4.0967016258300544e-08,8.809040171804615,0.1415717732328842,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,750.0,16.5,9.485585884991782e-08,5.240733648664929,0.2531674710420986,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,750.0,18.0,1.4965938050807223e-07,3.858096502394427,0.32112448945265254,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,750.0,19.5,2.038071912187987e-07,3.311267750888141,0.3705539012628988,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,750.0,21.0,2.6049033117888834e-07,2.4832047007558815,0.4100491551551427,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,750.0,24.3,3.74278130708272e-07,2.4832047007558815,0.4764769613508006,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1200.0,12.0,2.0629684233715927e-09,24.488796403924752,0.013468122696861023,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1200.0,12.75,9.104510486022516e-09,18.35635936450671,0.049996508345490666,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1200.0,13.5,2.5997238833774378e-08,9.772997942216648,0.1214538543209587,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1200.0,15.0,7.279726868210293e-08,5.3807416470885014,0.2515691733285032,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1200.0,16.5,1.2157336287849997e-07,4.232489857735735,0.32447569606355264,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1200.0,18.0,1.757025767795102e-07,3.3755939630797154,0.37700543776333767,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1200.0,19.5,2.3020825175903044e-07,3.0104958031334497,0.4185552299802855,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1200.0,21.0,2.8774828306807703e-07,2.300605359717641,0.4529570822664396,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_064036,P25_TRANSFER_V1_RANK1,1200.0,24.3,4.025697744429039e-07,2.300605359717641,0.5124938037262478,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,300.0,12.0,1.4749015778835344e-07,2.994257745125876,0.9628918790848273,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,300.0,12.75,1.7684739580788745e-07,2.9395663867509265,0.9711397788998569,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,300.0,13.5,2.092036421968535e-07,2.9419479646504647,0.9773572049421257,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,300.0,15.0,2.852235608351915e-07,2.7625227119027613,0.9856613676875712,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,300.0,16.5,3.711364679594012e-07,2.5424026258946726,0.9905522141066974,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,300.0,18.0,4.630281199513729e-07,2.0928016224836035,0.9935205405556671,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,300.0,19.5,5.474665122420838e-07,1.9609717984016894,0.9953812262900409,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
P25_TJBSV2_S_038124,P25_TRANSFER_V1_RANK1,300.0,21.0,6.330978163440355e-07,1.4645084537122417,0.9965867967059386,5e-06,False,0.0,0.0,F1B_MONOTONIC_ONLY_NO_FATIGUE_RETUNING
