case_id,matrix,material_class,candidate_id,temperature_K,theta_deg,rate_tag,loading_rate_factor,seed,physical_avalanche_index,first_event_transaction_index,last_event_transaction_index,event_transaction_count,start_extension_um,end_extension_um,avalanche_extension_um,onset_opening_m,onset_native_J_J_per_m2,onset_native_KJ_MPa_sqrt_m,target_right_censored,grouping_rule
canonical_strain_rate__dbtt__T0800K__theta45__rate1x__seed1005639,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,800.0,45.0,rate1x,1.0,1005639,0,0,251,252,0.0,1000.2412076237914,1000.2412076237914,1.3375966884227566e-05,1160.056559216968,22.71748643128928,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T0900K__theta45__rate1x__seed1006648,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,900.0,45.0,rate1x,1.0,1006648,0,0,228,229,0.0,1008.7919500346605,1008.7919500346605,1.318038378260441e-05,1126.3799375466378,22.38531183069627,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T0950K__theta45__rate1x__seed1007657,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,950.0,45.0,rate1x,1.0,1007657,0,0,117,118,0.0,567.6044980954615,567.6044980954615,1.246642776206286e-05,1007.6572730243829,21.172742574987733,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T0950K__theta45__rate1x__seed1007657,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,950.0,45.0,rate1x,1.0,1007657,1,118,230,113,567.6044980954615,1001.0648778298198,433.4603797343582,1.780277028027815e-05,1097.576435079633,22.097242533523055,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1000.0,45.0,rate1x,1.0,1008666,0,0,1,2,0.0,7.415929780049918,7.415929780049918,1.2941651912880912e-05,1085.9459835880896,21.979854187289952,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1000.0,45.0,rate1x,1.0,1008666,1,2,2,1,7.415929780049918,10.475434902500647,3.059505122450729,1.3663080794536437e-05,1326.7249402329182,24.294677698416574,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1000.0,45.0,rate1x,1.0,1008666,2,3,10,8,10.475434902500647,48.32184955681437,37.846414654313726,1.4397296710203346e-05,1542.3843007427768,26.1949149892491,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1000.0,45.0,rate1x,1.0,1008666,3,11,11,1,48.32184955681437,50.58099954893401,2.2591499921196427,1.5811874539619018e-05,2134.911246882684,30.818436914340868,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1000K__theta45__rate1x__seed1008666,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1000.0,45.0,rate1x,1.0,1008666,4,12,231,220,50.58099954893401,1001.4980975729417,950.9170980240076,1.7331264207748023e-05,2405.2798448593862,32.71172912959429,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1050K__theta45__rate1x__seed1009675,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1050.0,45.0,rate1x,1.0,1009675,0,0,4,5,0.0,13.182905952686713,13.182905952686713,1.2741484957674789e-05,1052.6133795338903,21.63989445740684,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1050K__theta45__rate1x__seed1009675,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1050.0,45.0,rate1x,1.0,1009675,1,5,11,7,13.182905952686713,45.00221823003543,31.819312277348715,1.5361303877544754e-05,1857.9701121494536,28.75014617228232,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1050K__theta45__rate1x__seed1009675,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1050.0,45.0,rate1x,1.0,1009675,2,12,12,1,45.00221823003543,47.9823847874156,2.9801665573801674,1.653686859160986e-05,2404.614009682974,32.70720114763587,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1050K__theta45__rate1x__seed1009675,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1050.0,45.0,rate1x,1.0,1009675,3,13,13,1,47.9823847874156,50.227796068344944,2.2454112809293467,1.713906978889083e-05,2627.457610153679,34.18916973887813,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1050K__theta45__rate1x__seed1009675,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1050.0,45.0,rate1x,1.0,1009675,4,14,237,224,50.227796068344944,1000.420215450165,950.1924193818201,1.7555654837628967e-05,2592.8634101321118,33.963349548895714,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1100K__theta45__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,45.0,rate1x,1.0,1010684,0,0,1,2,0.0,6.753011036121094,6.753011036121094,1.2747288597622559e-05,1053.572511122721,21.649751248538777,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1100K__theta45__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,45.0,rate1x,1.0,1010684,1,2,3,2,6.753011036121094,23.74098804704865,16.98797701092756,1.3486032494533486e-05,1290.3393123008268,23.95921914221465,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1100K__theta45__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,45.0,rate1x,1.0,1010684,2,4,10,7,23.74098804704865,57.831213042933385,34.09022499588474,1.528096050023864e-05,2467.922386695674,33.13495949833336,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1100K__theta45__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,45.0,rate1x,1.0,1010684,3,11,11,1,57.831213042933385,60.07662432386274,2.2454112809293467,1.9023901459127984e-05,2653.388284776906,34.35746391024653,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1100K__theta45__rate1x__seed1010684,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1100.0,45.0,rate1x,1.0,1010684,4,12,210,199,60.07662432386274,1002.6250357879868,942.548411464124,1.993594258805619e-05,2820.5146662910565,35.42296226489163,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1150K__theta45__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,45.0,rate1x,1.0,1011693,0,0,2,3,0.0,7.71706216326658,7.717062163266581,1.2623551202100948e-05,1033.2178157168387,21.439598021625514,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1150K__theta45__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,45.0,rate1x,1.0,1011693,1,3,4,2,7.71706216326658,28.498592210854206,20.781530047587626,1.3483422712163239e-05,1292.978211923515,23.983706376145324,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1150K__theta45__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,45.0,rate1x,1.0,1011693,2,5,8,4,28.498592210854206,41.9494774702581,13.450885259403897,1.495626077121388e-05,2200.9084660869084,31.29116162582812,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1150K__theta45__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,45.0,rate1x,1.0,1011693,3,9,11,3,41.9494774702581,50.92609619956304,8.976618729304937,1.5362043534600048e-05,2377.920341595248,32.52515286105568,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1150K__theta45__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,45.0,rate1x,1.0,1011693,4,12,12,1,50.92609619956304,53.22237258882005,2.2962763892570144,1.614114243889667e-05,2241.452929202564,31.57806445464417,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1150K__theta45__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,45.0,rate1x,1.0,1011693,5,13,15,3,53.22237258882005,63.13089573548546,9.908523146665406,1.713069624743223e-05,2517.90475240789,33.46881562667396,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1150K__theta45__rate1x__seed1011693,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1150.0,45.0,rate1x,1.0,1011693,6,16,209,194,63.13089573548546,1008.5300386811687,945.3991429456831,1.7527527705258753e-05,2310.7824855565236,32.06271014453169,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1200K__theta45__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,45.0,rate1x,1.0,1012702,0,0,1,2,0.0,9.31919774791693,9.319197747916927,1.2526521268864192e-05,1017.395364416675,21.27480423805731,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1200K__theta45__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,45.0,rate1x,1.0,1012702,1,2,4,3,9.31919774791693,27.83104020151678,18.511842453599854,1.3650233433751048e-05,1384.187279880762,24.815219570714802,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1200K__theta45__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,45.0,rate1x,1.0,1012702,2,5,7,3,27.83104020151678,54.73546930140555,26.904429099888773,1.4068890352296422e-05,2128.211972941422,30.770045354000068,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1200K__theta45__rate1x__seed1012702,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1200.0,45.0,rate1x,1.0,1012702,3,8,211,204,54.73546930140555,1000.5904809747533,945.8550116733477,1.72858682624663e-05,1972.8072240320023,29.625317952999602,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1250K__theta45__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,45.0,rate1x,1.0,1013711,0,0,0,1,0.0,9.311358275301915,9.311358275301915,1.2466625457482802e-05,1007.6892325898829,21.173078337109384,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1250K__theta45__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,45.0,rate1x,1.0,1013711,1,1,3,3,9.311358275301915,21.306370336317077,11.99501206101516,1.354691141097408e-05,1363.293956778379,24.62722340584406,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1250K__theta45__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,45.0,rate1x,1.0,1013711,2,4,10,7,21.306370336317077,44.02997424515971,22.72360390884263,1.4447445169796351e-05,2236.2265106688014,31.541227522231395,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1250K__theta45__rate1x__seed1013711,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1250.0,45.0,rate1x,1.0,1013711,3,11,199,189,44.02997424515971,1003.8899710057964,959.8599967606367,1.620229452126845e-05,2123.424570939131,30.73541733893536,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1300K__theta45__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,45.0,rate1x,1.0,1014720,0,0,2,3,0.0,12.905904048870717,12.905904048870717,1.2123103261693805e-05,952.919914359001,20.58964680731953,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1300K__theta45__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,45.0,rate1x,1.0,1014720,1,3,10,8,12.905904048870717,53.81020892263901,40.90430487376829,1.4118268095123691e-05,1569.205505080784,26.42169085624612,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__dbtt__T1300K__theta45__rate1x__seed1014720,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,1300.0,45.0,rate1x,1.0,1014720,2,11,202,192,53.81020892263901,1001.1022760851504,947.2920671625114,1.488312635065598e-05,2196.3499769452933,31.258739933156857,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T0300K__theta45__rate1x__seed3621,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,300.0,45.0,rate1x,1.0,3621,0,0,229,230,0.0,1001.2211139427953,1001.2211139427953,1.3925562596224769e-05,1257.344521607417,23.65090928124516,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T0600K__theta45__rate1x__seed4630,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,600.0,45.0,rate1x,1.0,4630,0,0,211,212,0.0,1002.7450937422999,1002.7450937422999,1.3207284251018811e-05,1130.9823935805605,22.430999071961818,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T0800K__theta45__rate1x__seed5639,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,800.0,45.0,rate1x,1.0,5639,0,0,152,153,0.0,736.9750878485563,736.9750878485563,1.2783771708137992e-05,1059.611851462773,21.71171346594549,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T0800K__theta45__rate1x__seed5639,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,800.0,45.0,rate1x,1.0,5639,1,153,214,62,736.9750878485563,1004.9957096314472,268.0206217828909,2.4938520921547903e-05,1514.2785745644214,25.955152451316177,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T0900K__theta45__rate1x__seed6648,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,900.0,45.0,rate1x,1.0,6648,0,0,9,10,0.0,56.11991666635544,56.11991666635544,1.2661933742329446e-05,1039.5104688833046,21.504786194143165,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T0900K__theta45__rate1x__seed6648,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,900.0,45.0,rate1x,1.0,6648,1,10,200,191,56.11991666635544,1003.2422683849476,947.1223517185922,1.7413210930848272e-05,1852.4131554497808,28.707119927308003,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T0950K__theta45__rate1x__seed7657,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,950.0,45.0,rate1x,1.0,7657,0,0,234,235,0.0,1000.0927517280884,1000.0927517280884,1.2596822239016677e-05,1028.8470007819622,21.3942020617338,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1000K__theta45__rate1x__seed8666,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1000.0,45.0,rate1x,1.0,8666,0,0,236,237,0.0,1004.6850059332922,1004.6850059332922,1.2157504360878046e-05,958.3356899978677,20.648072976485736,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1050K__theta45__rate1x__seed9675,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1050.0,45.0,rate1x,1.0,9675,0,0,12,13,0.0,47.176322771655336,47.176322771655336,1.2127045442687867e-05,953.5397545889209,20.596342132152298,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1050K__theta45__rate1x__seed9675,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1050.0,45.0,rate1x,1.0,9675,1,13,249,237,47.176322771655336,1016.9566231926551,969.7803004209998,1.6774738514577833e-05,1891.8067068775326,29.010757961408558,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1100K__theta45__rate1x__seed10684,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1100.0,45.0,rate1x,1.0,10684,0,0,212,213,0.0,1002.3504452000011,1002.3504452000011,1.2075920454111684e-05,945.5168688498084,20.509512428974073,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1150K__theta45__rate1x__seed11693,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1150.0,45.0,rate1x,1.0,11693,0,0,11,12,0.0,65.36357494519478,65.36357494519478,1.1924264827251459e-05,921.9174169118594,20.25194341170263,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1150K__theta45__rate1x__seed11693,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1150.0,45.0,rate1x,1.0,11693,1,12,221,210,65.36357494519478,1000.8687544672443,935.5051795220496,1.4854198710699552e-05,1397.4917531718077,24.93419331147949,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1200K__theta45__rate1x__seed12702,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1200.0,45.0,rate1x,1.0,12702,0,0,200,201,0.0,1000.4747008367638,1000.4747008367638,1.1612572743669682e-05,874.3507548199882,19.72257153594995,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1250K__theta45__rate1x__seed13711,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1250.0,45.0,rate1x,1.0,13711,0,0,5,6,0.0,52.78737740019464,52.78737740019464,1.1815507116047222e-05,905.1770336712929,20.06723139424888,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1250K__theta45__rate1x__seed13711,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1250.0,45.0,rate1x,1.0,13711,1,6,223,218,52.78737740019464,1001.1734085655197,948.386031165325,2.004344029525426e-05,1583.4999274789436,26.54176008671678,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1300K__theta45__rate1x__seed14720,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1300.0,45.0,rate1x,1.0,14720,0,0,10,11,0.0,54.49518249035898,54.49518249035898,1.1673593059021114e-05,883.5637581341842,19.826207272942067,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__peak__T1300K__theta45__rate1x__seed14720,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1300.0,45.0,rate1x,1.0,14720,1,11,195,185,54.49518249035898,1010.7824250809134,956.2872425905545,1.6172180021515392e-05,1472.3767401537714,25.593528765981954,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__weakt__T0300K__theta45__rate1x__seed2003621,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,300.0,45.0,rate1x,1.0,2003621,0,0,229,230,0.0,1000.8908767072998,1000.8908767072998,1.1298020435733496e-05,827.6248194470035,19.188341909836176,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__weakt__T0600K__theta45__rate1x__seed2004630,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,600.0,45.0,rate1x,1.0,2004630,0,0,197,198,0.0,1002.2874560836916,1002.2874560836916,1.0412211749162234e-05,702.9343680322628,17.683901371662486,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__weakt__T0800K__theta45__rate1x__seed2005639,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,800.0,45.0,rate1x,1.0,2005639,0,0,215,216,0.0,1010.4336518114288,1010.4336518114288,9.874448859599661e-06,632.2000474184478,16.770575161106894,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__weakt__T0900K__theta45__rate1x__seed2006648,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,900.0,45.0,rate1x,1.0,2006648,0,0,205,206,0.0,1005.8796371038155,1005.8796371038155,9.554796142099707e-06,591.9317636972585,16.227683096900858,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__weakt__T0950K__theta45__rate1x__seed2007657,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,950.0,45.0,rate1x,1.0,2007657,0,0,23,24,0.0,87.26668662073294,87.26668662073294,9.030019788305909e-06,528.6962114040768,15.336412970415301,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__weakt__T0950K__theta45__rate1x__seed2007657,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,950.0,45.0,rate1x,1.0,2007657,1,24,239,216,87.26668662073294,1003.4370595060819,916.170372885349,1.015686280724283e-05,682.320986161798,17.422684003586266,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__weakt__T1000K__theta45__rate1x__seed2008666,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1000.0,45.0,rate1x,1.0,2008666,0,0,6,7,0.0,55.09943844802623,55.09943844802623,9.339530994978596e-06,565.5603176159676,15.862080886520104,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__weakt__T1000K__theta45__rate1x__seed2008666,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1000.0,45.0,rate1x,1.0,2008666,1,7,7,1,55.09943844802623,57.39438543520155,2.294946987175324,1.1394077128451847e-05,683.6136502949205,17.439179921471673,False,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
canonical_strain_rate__weakt__T1000K__theta45__rate1x__seed2008666,CANONICAL_SINGLE_CRACK_THETA,weak-T,oneD_v2_focused_weak_T_0016,1000.0,45.0,rate1x,1.0,2008666,2,8,189,182,57.39438543520155,1003.5661292806595,946.171743845458,1.1854485778151654e-05,727.6132019394499,17.991649442103462,True,CONTIGUOUS_EVENTS_WITHOUT_INTERVENING_FULL_ACCEPTED_LOADING_INTERVAL
