case_id,matrix,material_class,candidate_id,temperature_K,theta_deg,rate_tag,loading_rate_factor,seed,event_transaction_index,physical_avalanche_index,pre_event_step,pre_event_time_s,pre_event_opening_m,pre_event_native_J_J_per_m2,pre_event_native_KJ_MPa_sqrt_m,pre_event_projected_extension_um,post_event_projected_extension_um,event_extension_um,tip_radius_um,front_width_um,mobile_count,retained_count,multiplicity,backstress_Pa,signed_shielding_MPa_sqrt_m,tensor_probe_reliable,maximum_emission_rate_system_index,maximum_emission_rate_system_name,observer_profile_fingerprint_sha256,process_zone_state_fingerprint,reload_time_to_next_event_s,reload_opening_to_next_event_m,certified_reload_before_next_event,right_censored_at_target,source_steps_sha256,onset_role
canonical_single_crack_theta__ceramiclike__T1000K__theta30__rate1x__seed3008666,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1000.0,30.0,rate1x,1.0,3008666,4,1,116,381.49012916338,9.083098313413799e-06,461.7253088436222,14.332189294894354,13.947497323382935,17.837388838708883,3.889891515325948,1.105201710395044,0.47472474551764604,2523.4211271691106,2.2799040573081132e-07,37695.422155810826,2356251533.249855,-7.45426026767245e-12,True,0,(110),a924016761e858d61740159adcdff73cf91275130c99f0549cbf0d9fe495e7d3,cf9b20cb430172fbff36d23e171286855ed071017230c63fe79a04f1f2e66c8c,1.1629599366498269,2.768952230118593e-08,False,False,6fb91b73a14aff7376b296850778a7e81ceb08e33f8a8ff50a8bc3f3e5ef8118,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T1050K__theta30__rate1x__seed3009675,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1050.0,30.0,rate1x,1.0,3009675,0,0,57,338.03606582981087,8.048477757852636e-06,416.97121113019534,13.619894102681231,0.0,2.280340486986274,2.280340486986274,1.081156219001186,0.5403154951677483,1973.8724733377492,9.947003117107834e-07,41970.20262309355,2164678078.7921066,-4.436406023085675e-11,True,1,(1-10),581e8ece40dfdf415ff935dfd769a684ffb5bfe1edd88a097a4b286220e2e8a7,c8a3355924d32011f2151958f7f6c26cf9a5e4509f614041a5fccf4d68789660,5.670422729728614,1.3501006499353625e-07,False,False,45cdfb3c79899cf77b1ebff8a726b8373a4db86227f9c909fa920a76110197fe,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T1100K__theta30__rate1x__seed3010684,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1100.0,30.0,rate1x,1.0,3010684,0,0,53,321.6931076673625,7.659359706365768e-06,377.62740675645676,12.961415963815533,0.0,2.280340486986274,2.280340486986274,1.0753454155102653,0.5607006034393859,1800.5713077691382,2.5891365382444153e-06,43319.57668740329,2085743182.1021914,-1.1626072716745532e-10,True,0,(110),a14cf41d9d519cafab515e241c1cc5fde6db4650e4d68422733788bf7205ff88,bd64a177eef5b0beaddfab15a368baeb5de9fe1285423de7bf212017cedfb15a,9.172756994428994,2.1839897605783116e-07,False,False,6b0b57998315c79a2f613ec0a531070477be559f067a30aa50d7d97277b94c10,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T1150K__theta30__rate1x__seed3011693,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1150.0,30.0,rate1x,1.0,3011693,0,0,54,316.2562581611513,7.529910908598834e-06,364.9709098976836,12.7423585258317,0.0,2.280340486986274,2.280340486986274,1.0729424422067948,0.5698319560708847,1742.7022582550844,1.0411317014744283e-05,43926.683849095025,2052213625.6828284,-4.705363234607101e-10,True,0,(110),928f47a79ba3e2884f5b0ea9d12204cabb360b8cff6428658b4d48f57ee17b45,2c714404e5491999a71c37870ae4d3a8b9570ed2301931ccb01d32d455560fa4,9.10845821627123,2.1686805276836152e-07,False,False,f8aacb7adbf65c4eea8812927fcb28f355be8f0b6a0fdeee5970ba01cf0d9a8d,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T1200K__theta30__rate1x__seed3012702,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1200.0,30.0,rate1x,1.0,3012702,0,0,54,310.15286645464073,7.384592058443821e-06,351.01978225019093,12.496445272446163,0.0,2.280340486986274,2.280340486986274,1.0698505545270185,0.5822651699734084,1679.2686529033417,3.6537689520423024e-05,44755.77903288314,2008248017.941332,-1.663823929512698e-09,True,1,(1-10),1d638f5c4fc6b8f96942f9f37d94e3892a23aef60e08997eff1b4b754dbd1aa6,98a14af47589d2095d8b850e62e654e701b627f356fd5bf0a5682c289d3cdbed,0.9651664663824135,2.2980153961484817e-08,False,False,fd7a1e56074d77ce8b4b3981e94ac1e244c22d230018e3c51a69eb42fb8baeaa,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T1200K__theta30__rate1x__seed3012702,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1200.0,30.0,rate1x,1.0,3012702,13,1,197,356.1121609072988,8.478860973983303e-06,380.12922697699616,13.004280439322292,55.09715307372182,66.64524614973303,11.548093076011204,1.1190617155538263,0.4462972161248205,2926.907648175237,3.188713827160828e-05,35882.55909675315,2462720154.576108,-1.0874459757663886e-09,True,0,(110),1015b1061f57da3de6167c6f4e61ce802507c22119ee008484e7974743085b6e,fa8e50c0d38f9e3e398f98ee0eae4e8fa9389a6c97e14c2ae5ff76096a67291d,0.001223832705534278,2.9138873942791024e-11,False,False,fd7a1e56074d77ce8b4b3981e94ac1e244c22d230018e3c51a69eb42fb8baeaa,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T1250K__theta30__rate1x__seed3013711,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1250.0,30.0,rate1x,1.0,3013711,0,0,52,302.62874326941585,7.205446268319417e-06,334.19530364357547,12.193288978318995,0.0,4.193887938931033,4.193887938931033,1.0657341923678971,0.6001557580209887,1613.2214224312386,7.70500195068674e-05,45953.44444129014,1948175534.4585912,-3.5387751419582445e-09,True,1,(1-10),bdec8000ed486ca9915ee4699dbb3d470d1b8b8210bb4f4a8babfa1f0cb29165,577b5318d25727c2b847ce798638a414523551d08d3ec0562e765d9a1f2da20a,0.01432608031205973,3.4109715028918556e-10,False,False,7c4e515ec7e17400fdfeaf39791b3b9678b29918a18062a692cd49e07b90c7d3,INITIAL_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T1250K__theta30__rate1x__seed3013711,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1250.0,30.0,rate1x,1.0,3013711,49,1,474,334.84896888308396,7.972594497216198e-06,322.6715599369405,11.981219913444011,213.89444635634334,214.38810989126105,0.4936635349177222,1.0541024127858054,0.6612767169703175,1319.6614204290936,6.862890805208102e-05,50080.79701852113,1743085056.8391929,-2.502201075235846e-09,True,0,(110),7feaf92bdc68e7b131dd7e4173e2123ed82205dbd88eb57ea84f1d74afbf7514,e0921ecdbd46403bddc96e29313f46d0883a1e8330e77b1c8b452894a319534d,4.200001058052294e-07,1.000000321264849e-14,False,False,7c4e515ec7e17400fdfeaf39791b3b9678b29918a18062a692cd49e07b90c7d3,REINITIATION_ONSET_PRE_EVENT
canonical_single_crack_theta__ceramiclike__T1300K__theta30__rate1x__seed3014720,CANONICAL_SINGLE_CRACK_THETA,ceramic-like,oneD_v2_focused_ceramic_like_0018,1300.0,30.0,rate1x,1.0,3014720,0,0,51,290.1600702807627,6.908573101922914e-06,307.224106193614,11.69091061437272,0.0,2.280340486986274,2.280340486986274,1.061106089495509,0.6223836256447026,1482.422441352915,0.00023445316373004192,47448.463975035156,1878342019.8395104,-1.0900756286375071e-08,True,1,(1-10),4fd02cc96847a4728772c5406efc74e6f9fc1a751ec0b9b5af52a25992cf5ee5,a008042c617c0a739d36fbeb184e23ad2b51f267014524a6976a16b8596df9cf,3.163361088015222,7.531812114322049e-08,False,False,e2e68227fdb308d8bf852b1a55f6c2c94a9ffadac857c4bf9be4888dde1e13f4,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T0300K__theta45__rate1x__seed3621,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,300.0,45.0,rate1x,1.0,3621,0,0,83,584.8736290414398,1.3925562596224769e-05,1257.344521607417,23.65090928124516,0.0,2.4335696912706477,2.4335696912706477,1.0,9.999999999999694,2.763975723740665e-13,1.681635069924682e-36,352563.0211119884,29.63695543793913,1.0038686993582886e-43,True,0,(110),e4e392083ce0066c9304d21e0378d97632268d52b812a1cd171be11448b8b178,37c2087da45afe720597f31a0bbaccb3ce66415eb4bf8749143d8ff63fa0b49c,2.312437171229476,5.505802788641914e-08,False,False,bc895124137dab3b18a5d96bcc7eeeb73c2749305da4f1e1c9e44cd48ae89811,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T0600K__theta45__rate1x__seed4630,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,600.0,45.0,rate1x,1.0,4630,0,0,81,554.7059385427899,1.3207284251018811e-05,1130.9823935805605,22.430999071961818,0.0,3.7173077185406225,3.7173077185406225,1.000220935912586,9.284318786890832,0.6787166421168757,6.863586804898471e-08,327403.0671648496,42464184.69748517,1.2763193260166965e-13,True,0,(110),e0850904285a01173a548b7ff70c8ace766c3efdc78ef7d0468623a24a6ee99d,37543e3c18be8394414d31695214b80bfb9d2a1f7dc8ccbcc9a26a1feab518bc,0.2527691588570633,6.0183133061256135e-09,False,False,9117c04b577d2e5784633c31aeb72d00083ab8854cd2bf97146f95fb7b318887,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T0800K__theta45__rate1x__seed5639,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,800.0,45.0,rate1x,1.0,5639,0,0,79,536.9184117417954,1.2783771708137992e-05,1059.611851462773,21.71171346594549,0.0,3.908263888258525,3.908263888258525,1.0073030308588216,3.986247513934388,30.141744909919552,0.021135935287047193,141566.71712972125,207796620.0164204,4.467142271905162e-08,True,0,(110),364088a7d17a7125bfb76eccf0fc4b40d550cfb1236b0e8891fb3a88c9285fea,bfa1fa45d366cfd1e9db7581b97ac3f5cc776aeffd7646151d83ff04090ee8ab,0.21303218200830543,5.072194809716801e-09,False,False,94c1f12b765bec5b5ae23ed3e5c609cbaf712ca12c1cb9e66aac2aced53bfc70,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T0800K__theta45__rate1x__seed5639,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,800.0,45.0,rate1x,1.0,5639,153,1,1294,1047.417878705006,2.4938520921547903e-05,1514.2785745644214,25.955152451316177,736.9750878485563,737.1578319125389,0.1827440639825661,1.2135670824892026,0.8010352341324114,708.8124076473442,0.2775663161187759,34273.00356528218,1221790303.3302968,6.40382436966056e-07,True,0,(110),5830b147ec405eed18914cdc04e7d95f0cbabb29d182c4c564978c967b7746e0,fcea9ed3dbc3cbd78433fb95fa531d4698b6cd37ad1184ad4867cd69436edbae,3.991631274402607e-06,9.503885851046279e-14,False,False,94c1f12b765bec5b5ae23ed3e5c609cbaf712ca12c1cb9e66aac2aced53bfc70,REINITIATION_ONSET_PRE_EVENT
canonical_strain_rate__peak__T0900K__theta45__rate1x__seed6648,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,900.0,45.0,rate1x,1.0,6648,0,0,78,531.8012171778367,1.2661933742329446e-05,1039.5104688833046,21.504786194143165,0.0,10.756024230600493,10.756024230600493,1.0071847251250456,4.012832434576102,29.34328407783617,0.35787165964099577,142494.11053686184,206140260.73195723,7.720818197278611e-07,True,0,(110),9474ace5841d4b32303eaebaed1c7f7aef3f6038994b9d41d945ca2efce133b6,8c7de47c60dc44dd4169c6e93317862a322f322ef37e43aa8cd27fba31aa1003,5.844928045917186e-05,1.3916495400853471e-12,False,False,a30321e1db4cbc3c07569709f12ba6e3c379931888b7af60dccc873fee037162,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T0900K__theta45__rate1x__seed6648,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,900.0,45.0,rate1x,1.0,6648,10,1,201,731.354859095628,1.7413210930848272e-05,1852.4131554497808,28.707119927308003,56.11991666635544,58.043809732132715,1.9238930657772833,1.4211032446379273,0.5703400888667429,1412.1648241078774,10.950940299675398,28575.661254658782,1629682148.0614047,5.2865914178173024e-05,True,0,(110),8eb78524a5a6db56214ec95f340ee1943ecc64723c82633e6d7483ce75aa3df1,294bfb86d94f988a68f9cb514a3b5bdb05bb071b44d069c95557f7bc626ca17d,7.560001904494129e-07,1.800000578276728e-14,False,False,a30321e1db4cbc3c07569709f12ba6e3c379931888b7af60dccc873fee037162,REINITIATION_ONSET_PRE_EVENT
canonical_strain_rate__peak__T0950K__theta45__rate1x__seed7657,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,950.0,45.0,rate1x,1.0,7657,0,0,78,529.0665340387004,1.2596822239016677e-05,1028.8470007819622,21.3942020617338,0.0,15.869442836000678,15.869442836000678,1.0071062354894682,4.03010804139787,28.380414366718185,1.054818174212095,143096.4082456653,205086573.6847691,2.3470814631688e-06,True,0,(110),434a99586ef35bb1d332d440ab8c90af3255431a3b9528f5ccd91ee6ce993f36,7d8a2e4d67beeb1a039ebbb33950d8475d96fe811e25f9140844da725a8a33a3,1.6017036955418007e-05,3.813580243153085e-13,False,False,9cceb1e49a578b951500c8766dc1f6cbbbc1f70e9bb1fb773ec98625f3d9f146,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1000K__theta45__rate1x__seed8666,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1000.0,45.0,rate1x,1.0,8666,0,0,76,510.61518315687783,1.2157504360878046e-05,958.3356899978677,20.648072976485736,0.0,2.2973400956249024,2.2973400956249024,1.006485075652001,4.1500606133756595,23.798394861992865,3.9780970326932277,147264.65973715705,197988775.10680842,8.114140175916224e-06,True,0,(110),02d1642600174731d8ec672ed72abbb48d8689891b47559ff93f330dede25aa4,138fb06f0d55ca35aba9daaf9d3386858ef0c6ed05ed3241665c1241a2e35fd6,3.4117877987010843,8.123304282621496e-08,False,False,aecd9342532c2fd4c139dfe9d4e2609fc7909cd62af86680aad59342354d0035,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1050K__theta45__rate1x__seed9675,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1050.0,45.0,rate1x,1.0,9675,0,0,75,509.3359085928902,1.2127045442687867e-05,953.5397545889209,20.596342132152298,0.0,2.2973400956249024,2.2973400956249024,1.0063344315957257,4.1584258407599775,20.627954992436603,7.489674142045205,147539.41331163468,197507524.96046558,1.4094235236525603e-05,True,1,(1-10),06068c6a45c34d585c70083f561c468465cfe6c0d2f0d7baab69613a17ef126b,12a52e6ac90bbbee2c9c523e33708dc962d166f0372b780ba66364576cce42a8,5.39422235780205,1.2843386566195861e-07,False,False,886a5e836b02db4bd213ee07e36143ae56087bf3d6890a3e2423b8802422df7c,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1050K__theta45__rate1x__seed9675,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1050.0,45.0,rate1x,1.0,9675,13,1,215,704.5390176122681,1.6774738514577833e-05,1891.8067068775326,29.010757961408558,47.176322771655336,53.53268193380284,6.356359162147511,1.039925381717225,1.8105743668771643,110.59486735841453,2.7978720129365837,66382.75995318417,486385887.22329754,-5.41689095930936e-06,True,0,(110),27d9997ebd88961f29f59c3ac95b09255cd393c06ef7634a4ede142184b8cc12,4f6493533be00af0c485f8dbbd8b60fb879639be00f7d62aae2026dc87e93781,1.0269002359564183e-06,2.445001259831006e-14,False,False,886a5e836b02db4bd213ee07e36143ae56087bf3d6890a3e2423b8802422df7c,REINITIATION_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1100K__theta45__rate1x__seed10684,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1100.0,45.0,rate1x,1.0,10684,0,0,73,507.18865907269054,1.2075920454111684e-05,945.5168688498084,20.509512428974073,0.0,3.4688436219682504,3.4688436219682504,1.0061055893643134,4.17257881888018,18.27427941142387,9.393569837803462,148007.89083740697,196697242.0656163,1.3198302793612564e-05,True,0,(110),bff25bd0c51f35129f7564505633b5020b8c194a8fb39fbbaa32fc72982211a2,78a299e4cc443646578e05bdc60e4125d7d5c2762ef5e679a981eb2ee0bf16db,4.367555401495963,1.0398941432133054e-07,False,False,37a38db051fe762a3cb9479eaff1e06ab0b120f086234d5e7573ee51df591528,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1150K__theta45__rate1x__seed11693,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1150.0,45.0,rate1x,1.0,11693,0,0,74,500.81912274456107,1.1924264827251459e-05,921.9174169118594,20.25194341170263,0.0,2.3867461716193388,2.3867461716193388,1.0058725037255032,4.21586005751258,17.613867905993974,10.328181507372287,149508.49917145356,194249520.1068341,-5.296751259488522e-06,True,0,(110),ae39bdedb213bd8c44b7be82d2abb0b137fdfe88e66bdb963c9c22a0d0f58dc8,25bb465a8f5df1c62a1d837a189035aa727326dd67d7741c0c600330693b1c7b,5.1671784304141966,1.2302805786700424e-07,False,False,0044807b329b80007c39a04438a03797046c227e32b612282978efc73d9235dc,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1150K__theta45__rate1x__seed11693,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1150.0,45.0,rate1x,1.0,11693,12,1,221,623.8763458493808,1.4854198710699552e-05,1397.4917531718077,24.93419331147949,65.36357494519478,66.84967716048557,1.486102215290789,1.5390254478252858,0.5011963007323282,1372.6377833131044,899.3123052465778,27195.084764506588,1819690947.0916784,0.0002328103487390493,True,0,(110),c7be916507cdeb25e3b9d7b1b9ee4e1e8b7d4b4ee7cf71057194bc46dc39996d,ede797cff99d2691464e997c4f0af123bb3cf4fea6320d24fa945ef65bacc5eb,2.367615707044024e-06,5.637180277423808e-14,False,False,0044807b329b80007c39a04438a03797046c227e32b612282978efc73d9235dc,REINITIATION_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1200K__theta45__rate1x__seed12702,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1200.0,45.0,rate1x,1.0,12702,0,0,73,487.72805523412666,1.1612572743669682e-05,874.3507548199882,19.72257153594995,0.0,2.2973400956249024,2.2973400956249024,1.0055452251750094,4.307667980462049,16.532673240383673,10.557626572265015,152714.61061218503,189202770.55213237,-3.7710092525633426e-05,True,0,(110),e3b1b89e00daddf9ec13210145a3cf0d1fbbcf0a040b9dfac69f7e2f3bc0220e,0d67c3a82b3ccf965abe20915ed933af8f72a39f1ba0aa9ba8c5861ec03f82f3,8.762914663780691,2.0864082532811025e-07,False,False,a68735972dec9972c5faf3a864ae6100178c9d6bb868d6deea0707fd87da7e3b,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1250K__theta45__rate1x__seed13711,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1250.0,45.0,rate1x,1.0,13711,0,0,74,496.2512988739831,1.1815507116047222e-05,905.1770336712929,20.06723139424888,0.0,7.071852098940981,7.071852098940981,1.0060791910605869,4.26345060755227,13.573544232390551,12.619910747893316,151227.28715767377,191609310.9491394,-0.00011059636088044246,True,1,(1-10),882e91b304a9d51e34e8c951d6f9c3e609baf54863178c52d1f3a0b87fdd7e5e,5e6f15f354a630b3b8817638604c38ba8ea40ca7e5c36b0850832cf89e984b72,23.43692746705159,5.580220825488484e-07,False,False,250ea97ba44fcb7242107f9f892feb57ccce74ddf4a9f5d314557142b788ca50,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1250K__theta45__rate1x__seed13711,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1250.0,45.0,rate1x,1.0,13711,6,1,197,841.8244924006772,2.004344029525426e-05,1583.4999274789436,26.54176008671678,52.78737740019464,55.082324387369965,2.294946987175324,1.803988181508812,0.4060990277607185,1773.9868323121946,1739.6283365631118,25828.691005834175,2161344580.793556,0.01833105718297972,True,0,(110),5a448c90d5f7905dd2e853685ca4b60e02e7a75972b1da067b561a17b9eec40f,36ec38d4e25cd5a79207cda118a4928faec6381a45e58843c052649b463a578b,11.027043061506333,2.625486443215789e-07,False,False,250ea97ba44fcb7242107f9f892feb57ccce74ddf4a9f5d314557142b788ca50,REINITIATION_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1300K__theta45__rate1x__seed14720,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1300.0,45.0,rate1x,1.0,14720,0,0,71,490.2909084788868,1.1673593059021114e-05,883.5637581341842,19.826207272942067,0.0,5.620205402937623,5.620205402937623,1.005629688877794,4.2894497173945085,11.090906272589427,14.875246783886817,152081.51373697518,190188969.90509552,-0.0002581747487877422,True,0,(110),51a93c2b820c55047373298f6fa2b3bc55a2fb4456e5e1d4f22db51c44c6819c,e6ac14a3e76f837ee2a94bc03c68f9c151178b767a4d166f12f36d39d8eec502,3.552107164161498,8.457398009908428e-08,False,False,d0cb17d4f7dce09627529bf1f526e4972078a1c486fbfcc5f37012a69dcc2aaa,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__peak__T1300K__theta45__rate1x__seed14720,CANONICAL_SINGLE_CRACK_THETA,Peak,v913_zeroD_sobol_0242980,1300.0,45.0,rate1x,1.0,14720,11,1,214,679.2315609036456,1.6172180021515392e-05,1472.3767401537714,25.593528765981954,54.49518249035898,57.053742981253286,2.558560490894309,1.688494123479682,0.4392234961033874,1204.5805495777581,1792.1133819611682,26147.000606644542,2043935996.9322958,-0.03315732103171352,True,0,(110),1d6cdd855ed33c0719d09910b7b43e1b4de39f2ac95b42c1061a90d2434aa33c,d52d93373a0b2014c0b2f9b2c0b072ba6415efbdcb2147613d3ab6308c8dbeeb,40.598177977466435,9.666232851777633e-07,False,False,d0cb17d4f7dce09627529bf1f526e4972078a1c486fbfcc5f37012a69dcc2aaa,REINITIATION_ONSET_PRE_EVENT
canonical_strain_rate__dbtt__T0300K__theta45__rate1x__seed1003621,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,300.0,45.0,rate1x,1.0,1003621,0,0,84,577.5943220769931,1.3752245763737943e-05,1226.241596434475,23.356551286461535,0.0,2.2973400956249024,2.2973400956249024,1.0,10.0,2.7040170734808263e-19,1.0030726546689931e-19,13098.721493975596,0.02277781120294239,1.3502412222842265e-25,True,0,(110),d9e13c27ee108ac35e0d7a4ed3a2e232a6898ac0dd77edd2eb9c5d58c1f03f62,0652fb15c78f355c86285676534d37809b198802b0cb3d57fbc17939401dc908,0.35530963784981395,8.459753282137372e-09,False,False,813d0ecc85efc65282d5295f2b9c58b0f0c57c35411aa54eaeb0ee4040271fa3,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__dbtt__T0300K__theta45__rate1x__seed1003621,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,300.0,45.0,rate1x,1.0,1003621,10,1,209,708.0074932449202,1.6857321267736194e-05,1232.0859694319076,23.412144791268116,49.06981116807509,51.34060782394534,2.27079665587025,1.0,9.999999999999996,2.3257521679401465e-15,1.0816945330755776e-15,13098.72149397559,1.8850822718729372,-4.085616355006789e-21,True,0,(110),0b990178b98fbc14c74c1c5c9e23fec5548873fc4be700ab2ce4cc03fd3dab05,33704c9335d6fd6d3d37a6660ce85b082f22a3c5254158f8502999f0e508610d,14.16721245681049,3.373145823050097e-07,False,False,813d0ecc85efc65282d5295f2b9c58b0f0c57c35411aa54eaeb0ee4040271fa3,REINITIATION_ONSET_PRE_EVENT
canonical_strain_rate__dbtt__T0600K__theta45__rate1x__seed1004630,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,600.0,45.0,rate1x,1.0,1004630,0,0,84,575.9254184946718,1.3712509964158867e-05,1219.1656181491717,23.28906476413479,0.0,2.6931927694278173,2.6931927694278173,1.0,10.0,3.483410338620487e-16,3.0922966994106934e-16,13098.721493975596,0.8181106388337367,-9.458477574062527e-21,True,0,(110),34ae3784dc105e83a2b722381352b2f5b0f2c381fb68064666a1b4b82a38269a,c39263321640cabebd05e509e68f1738ad1967d6eee13f1f1f06a44db638eabd,0.10105023595031071,2.405957998817524e-09,False,False,1c1ce85154e260c13d6adf73dd7770929da83ea6676cabe0f5b45e36581be69c,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__dbtt__T0800K__theta45__rate1x__seed1005639,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,800.0,45.0,rate1x,1.0,1005639,0,0,83,561.7906091375575,1.3375966884227566e-05,1160.056559216968,22.71748643128928,0.0,3.9469096491655686,3.9469096491655686,1.0,9.999999999999995,0.0,3.71146700576837e-15,13098.721493975589,2.7373121787723593,-1.0169106119505081e-19,True,0,(110),e5e01af6dbf120a9e0c489185504b09a03110897593349c4dd0a908973cf5576,42fcfa01eccd84a2265079bb1ea8e18ffc24c4649c5bb3b9a0a33ccfabe8852d,0.07354903820703385,1.7511675763594634e-09,False,False,a9c32d1cb3785cdad9a34575534477936e98393b889c064870956298c1daa05b,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__dbtt__T0900K__theta45__rate1x__seed1006648,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,900.0,45.0,rate1x,1.0,1006648,0,0,82,553.5761188693847,1.318038378260441e-05,1126.3799375466378,22.38531183069627,0.0,4.84810325829298,4.84810325829298,1.0,9.999999999999957,0.0,3.770697925094426e-14,13098.72149397554,8.085077032702445,-1.2182404774819214e-18,True,0,(110),e50b3ac2a232e84d2f32d896c23711c223de11023d90738480c50422204dc1b1,fe8d0c7027a3db57f7f3cc4eb5e2eb288206d152bdb2985371c8cc61001d8cb5,0.011857641056735702,2.8232478706689194e-10,False,False,e636f438d77cabc135519dfb7d53289fc92697a104c3746ef9eaa325d138c3cc,INITIAL_ONSET_PRE_EVENT
canonical_strain_rate__dbtt__T0950K__theta45__rate1x__seed1007657,CANONICAL_SINGLE_CRACK_THETA,DBTT,v913_zeroD_sobol_0202500,950.0,45.0,rate1x,1.0,1007657,0,0,77,523.5899660066398,1.246642776206286e-05,1007.6572730243829,21.172742574987733,0.0,2.2973400956249024,2.2973400956249024,1.0000000000000029,9.99999999999012,0.0,9.3759925451846e-12,13098.721493962694,121.01758596271871,-3.3563262883726874e-16,True,0,(110),3ff99697ec03e538ca022d1bdcbd7517c83b541d2f42a4e1557bc8f927625a70,14bd49315548fd12775633458599e4e66bef5025756a12a38846304e9204ff28,15.202835346536858,3.6197227015564536e-07,False,False,51376212707b7d658316d22943c3eb27dad4c60604749c3f5ed3e38cd03d3ee1,INITIAL_ONSET_PRE_EVENT
